id|pathway_name|source|source_url
R-HSA-3304347|Loss of Function of SMAD4 in Cancer|REACTOME|https://reactome.org
R-HSA-3656534|Loss of Function of TGFBR1 in Cancer|REACTOME|https://reactome.org
R-HSA-3642278|Loss of Function of TGFBR2 in Cancer|REACTOME|https://reactome.org
R-HSA-9723907|Loss of Function of TP53 in Cancer|REACTOME|https://reactome.org
R-HSA-9022534|Loss of MECP2 binding ability to 5hmC-DNA|REACTOME|https://reactome.org
R-HSA-9022538|Loss of MECP2 binding ability to 5mC-DNA|REACTOME|https://reactome.org
R-HSA-9022537|Loss of MECP2 binding ability to the NCoR/SMRT complex|REACTOME|https://reactome.org
R-HSA-380259|Loss of Nlp from mitotic centrosomes|REACTOME|https://reactome.org
R-HSA-9005891|Loss of function of MECP2 in Rett syndrome|REACTOME|https://reactome.org
R-HSA-9723905|Loss of function of TP53 in cancer due to loss of tetramerization ability|REACTOME|https://reactome.org
R-HSA-9022535|Loss of phosphorylation of MECP2 at T308|REACTOME|https://reactome.org
R-HSA-380284|Loss of proteins required for interphase microtubule organization from the centrosome|REACTOME|https://reactome.org
R-HSA-71064|Lysine catabolism|REACTOME|https://reactome.org
R-HSA-8853383|Lysosomal oligosaccharide catabolism|REACTOME|https://reactome.org
R-HSA-432720|Lysosome Vesicle Biogenesis|REACTOME|https://reactome.org
R-HSA-419408|Lysosphingolipid and LPA receptors|REACTOME|https://reactome.org
R-HSA-68886|M Phase|REACTOME|https://reactome.org
R-HSA-450294|MAP kinase activation|REACTOME|https://reactome.org
R-HSA-5674135|MAP2K and MAPK activation|REACTOME|https://reactome.org
R-HSA-5684264|MAP3K8 (TPL2)-dependent MAPK1/3 activation|REACTOME|https://reactome.org
R-HSA-5683057|MAPK family signaling cascades|REACTOME|https://reactome.org
R-HSA-450282|MAPK targets/ Nuclear events mediated by MAP kinases|REACTOME|https://reactome.org
R-HSA-112411|MAPK1 (ERK2) activation|REACTOME|https://reactome.org
R-HSA-5684996|MAPK1/MAPK3 signaling|REACTOME|https://reactome.org
R-HSA-110056|MAPK3 (ERK1) activation|REACTOME|https://reactome.org
R-HSA-5687128|MAPK6/MAPK4 signaling|REACTOME|https://reactome.org
R-HSA-2465910|MASTL Facilitates Mitotic Progression|REACTOME|https://reactome.org
R-HSA-9022699|MECP2 regulates neuronal receptors and channels|REACTOME|https://reactome.org
R-HSA-9022707|MECP2 regulates transcription factors|REACTOME|https://reactome.org
R-HSA-9022927|MECP2 regulates transcription of genes involved in GABA signaling|REACTOME|https://reactome.org
R-HSA-9022702|MECP2 regulates transcription of neuronal ligands|REACTOME|https://reactome.org
R-HSA-6806942|MET Receptor Activation|REACTOME|https://reactome.org
R-HSA-8851907|MET activates PI3K/AKT signaling|REACTOME|https://reactome.org
R-HSA-8874081|MET activates PTK2 signaling|REACTOME|https://reactome.org
R-HSA-8865999|MET activates PTPN11|REACTOME|https://reactome.org
R-HSA-8875555|MET activates RAP1 and RAC1|REACTOME|https://reactome.org
R-HSA-8851805|MET activates RAS signaling|REACTOME|https://reactome.org
R-HSA-8875791|MET activates STAT3|REACTOME|https://reactome.org
R-HSA-8875513|MET interacts with TNS proteins|REACTOME|https://reactome.org
R-HSA-8875878|MET promotes cell motility|REACTOME|https://reactome.org
R-HSA-8875656|MET receptor recycling|REACTOME|https://reactome.org
R-HSA-5657655|MGMT-mediated DNA damage reversal|REACTOME|https://reactome.org
R-HSA-2132295|MHC class II antigen presentation|REACTOME|https://reactome.org
R-HSA-2206302|MPS I - Hurler syndrome|REACTOME|https://reactome.org
R-HSA-2206296|MPS II - Hunter syndrome|REACTOME|https://reactome.org
R-HSA-2206307|MPS IIIA - Sanfilippo syndrome A|REACTOME|https://reactome.org
R-HSA-2206282|MPS IIIB - Sanfilippo syndrome B|REACTOME|https://reactome.org
R-HSA-2206291|MPS IIIC - Sanfilippo syndrome C|REACTOME|https://reactome.org
R-HSA-2206305|MPS IIID - Sanfilippo syndrome D|REACTOME|https://reactome.org
R-HSA-2206290|MPS IV - Morquio syndrome A|REACTOME|https://reactome.org
R-HSA-2206308|MPS IV - Morquio syndrome B|REACTOME|https://reactome.org
R-HSA-2206280|MPS IX - Natowicz syndrome|REACTOME|https://reactome.org
R-HSA-2206285|MPS VI - Maroteaux-Lamy syndrome|REACTOME|https://reactome.org
R-HSA-2206292|MPS VII - Sly syndrome|REACTOME|https://reactome.org
R-HSA-5660489|MTF1 activates gene expression|REACTOME|https://reactome.org
R-HSA-165159|MTOR signalling|REACTOME|https://reactome.org
R-HSA-1632852|Macroautophagy|REACTOME|https://reactome.org
R-HSA-6791226|Major pathway of rRNA processing in the nucleolus and cytosol|REACTOME|https://reactome.org
R-HSA-9636667|Manipulation of host energy metabolism|REACTOME|https://reactome.org
R-HSA-9669924|Masitinib-resistant KIT mutants|REACTOME|https://reactome.org
R-HSA-9683610|Maturation of nucleoprotein|REACTOME|https://reactome.org
R-HSA-9694631|Maturation of nucleoprotein|REACTOME|https://reactome.org
R-HSA-9683673|Maturation of protein 3a|REACTOME|https://reactome.org
R-HSA-9694719|Maturation of protein 3a|REACTOME|https://reactome.org
R-HSA-9683683|Maturation of protein E|REACTOME|https://reactome.org
R-HSA-9694493|Maturation of protein E|REACTOME|https://reactome.org
R-HSA-9683612|Maturation of protein M|REACTOME|https://reactome.org
R-HSA-9694594|Maturation of protein M|REACTOME|https://reactome.org
R-HSA-9684325|Maturation of replicase proteins|REACTOME|https://reactome.org
R-HSA-9694301|Maturation of replicase proteins|REACTOME|https://reactome.org
R-HSA-9683686|Maturation of spike protein|REACTOME|https://reactome.org
R-HSA-9694548|Maturation of spike protein|REACTOME|https://reactome.org
R-HSA-1500620|Meiosis|REACTOME|https://reactome.org
R-HSA-912446|Meiotic recombination|REACTOME|https://reactome.org
R-HSA-1221632|Meiotic synapsis|REACTOME|https://reactome.org
R-HSA-5662702|Melanin biosynthesis|REACTOME|https://reactome.org
R-HSA-199991|Membrane Trafficking|REACTOME|https://reactome.org
R-HSA-174490|Membrane binding and targetting of GAG proteins|REACTOME|https://reactome.org
R-HSA-5579029|Metabolic disorders of biological oxidation enzymes|REACTOME|https://reactome.org
R-HSA-1430728|Metabolism|REACTOME|https://reactome.org
R-HSA-2022377|Metabolism of Angiotensinogen to Angiotensins|REACTOME|https://reactome.org
R-HSA-8953854|Metabolism of RNA|REACTOME|https://reactome.org
R-HSA-209776|Metabolism of amine-derived hormones|REACTOME|https://reactome.org
R-HSA-71291|Metabolism of amino acids and derivatives|REACTOME|https://reactome.org
R-HSA-71387|Metabolism of carbohydrates|REACTOME|https://reactome.org
R-HSA-8978934|Metabolism of cofactors|REACTOME|https://reactome.org
R-HSA-6806667|Metabolism of fat-soluble vitamins|REACTOME|https://reactome.org
R-HSA-196757|Metabolism of folate and pterines|REACTOME|https://reactome.org
R-HSA-2408550|Metabolism of ingested H2SeO4 and H2SeO3 into H2Se|REACTOME|https://reactome.org
R-HSA-5263617|Metabolism of ingested MeSeO2H into MeSeH|REACTOME|https://reactome.org
R-HSA-2408508|Metabolism of ingested SeMet, Sec, MeSec into H2Se|REACTOME|https://reactome.org
R-HSA-556833|Metabolism of lipids|REACTOME|https://reactome.org
R-HSA-202131|Metabolism of nitric oxide: NOS3 activation and regulation|REACTOME|https://reactome.org
R-HSA-194441|Metabolism of non-coding RNA|REACTOME|https://reactome.org
R-HSA-15869|Metabolism of nucleotides|REACTOME|https://reactome.org
R-HSA-351202|Metabolism of polyamines|REACTOME|https://reactome.org
R-HSA-189445|Metabolism of porphyrins|REACTOME|https://reactome.org
R-HSA-392499|Metabolism of proteins|REACTOME|https://reactome.org
R-HSA-380612|Metabolism of serotonin|REACTOME|https://reactome.org
R-HSA-196071|Metabolism of steroid hormones|REACTOME|https://reactome.org
R-HSA-8957322|Metabolism of steroids|REACTOME|https://reactome.org
R-HSA-6806664|Metabolism of vitamin K|REACTOME|https://reactome.org
R-HSA-196854|Metabolism of vitamins and cofactors|REACTOME|https://reactome.org
R-HSA-196849|Metabolism of water-soluble vitamins and cofactors|REACTOME|https://reactome.org
R-HSA-425410|Metal ion SLC transporters|REACTOME|https://reactome.org
R-HSA-6799990|Metal sequestration by antimicrobial proteins|REACTOME|https://reactome.org
R-HSA-5689901|Metalloprotease DUBs|REACTOME|https://reactome.org
R-HSA-5661231|Metallothioneins bind metals|REACTOME|https://reactome.org
R-HSA-1237112|Methionine salvage pathway|REACTOME|https://reactome.org
R-HSA-156581|Methylation|REACTOME|https://reactome.org
R-HSA-2408552|Methylation of MeSeH for excretion|REACTOME|https://reactome.org
R-HSA-203927|MicroRNA (miRNA) biogenesis|REACTOME|https://reactome.org
R-HSA-9686347|Microbial modulation of RIPK1-mediated regulated necrosis|REACTOME|https://reactome.org
R-HSA-190840|Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane|REACTOME|https://reactome.org
R-HSA-193993|Mineralocorticoid biosynthesis|REACTOME|https://reactome.org
R-HSA-164516|Minus-strand DNA synthesis|REACTOME|https://reactome.org
R-HSA-9715370|Miro GTPase Cycle|REACTOME|https://reactome.org
R-HSA-211958|Miscellaneous substrates|REACTOME|https://reactome.org
R-HSA-5223345|Miscellaneous transport and binding events|REACTOME|https://reactome.org
R-HSA-5358508|Mismatch Repair|REACTOME|https://reactome.org
R-HSA-5358606|Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)|REACTOME|https://reactome.org
R-HSA-5358565|Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)|REACTOME|https://reactome.org
R-HSA-1369007|Mitochondrial ABC transporters|REACTOME|https://reactome.org
R-HSA-77289|Mitochondrial Fatty Acid Beta-Oxidation|REACTOME|https://reactome.org
R-HSA-166187|Mitochondrial Uncoupling|REACTOME|https://reactome.org
R-HSA-1592230|Mitochondrial biogenesis|REACTOME|https://reactome.org
R-HSA-8949215|Mitochondrial calcium ion transport|REACTOME|https://reactome.org
R-HSA-1362409|Mitochondrial iron-sulfur cluster biogenesis|REACTOME|https://reactome.org
R-HSA-1268020|Mitochondrial protein import|REACTOME|https://reactome.org
R-HSA-379726|Mitochondrial tRNA aminoacylation|REACTOME|https://reactome.org
R-HSA-163282|Mitochondrial transcription initiation|REACTOME|https://reactome.org
R-HSA-163316|Mitochondrial transcription termination|REACTOME|https://reactome.org
R-HSA-5368287|Mitochondrial translation|REACTOME|https://reactome.org
R-HSA-5389840|Mitochondrial translation elongation|REACTOME|https://reactome.org
R-HSA-5368286|Mitochondrial translation initiation|REACTOME|https://reactome.org
R-HSA-5419276|Mitochondrial translation termination|REACTOME|https://reactome.org
R-HSA-5205647|Mitophagy|REACTOME|https://reactome.org
R-HSA-68882|Mitotic Anaphase|REACTOME|https://reactome.org
R-HSA-453279|Mitotic G1 phase and G1/S transition|REACTOME|https://reactome.org
R-HSA-453274|Mitotic G2-G2/M phases|REACTOME|https://reactome.org
R-HSA-2555396|Mitotic Metaphase and Anaphase|REACTOME|https://reactome.org
R-HSA-68881|Mitotic Metaphase/Anaphase Transition|REACTOME|https://reactome.org
R-HSA-68877|Mitotic Prometaphase|REACTOME|https://reactome.org
R-HSA-68875|Mitotic Prophase|REACTOME|https://reactome.org
R-HSA-69618|Mitotic Spindle Checkpoint|REACTOME|https://reactome.org
R-HSA-68884|Mitotic Telophase/Cytokinesis|REACTOME|https://reactome.org
R-HSA-9637628|Modulation by Mtb of host immune system|REACTOME|https://reactome.org
R-HSA-2129379|Molecules associated with elastic fibres|REACTOME|https://reactome.org
R-HSA-947581|Molybdenum cofactor biosynthesis|REACTOME|https://reactome.org
R-HSA-1222449|Mtb iron assimilation by chelation|REACTOME|https://reactome.org
R-HSA-2206281|Mucopolysaccharidoses|REACTOME|https://reactome.org
R-HSA-427601|Multifunctional anion exchangers|REACTOME|https://reactome.org
R-HSA-390648|Muscarinic acetylcholine receptors|REACTOME|https://reactome.org
R-HSA-397014|Muscle contraction|REACTOME|https://reactome.org
R-HSA-975871|MyD88 cascade initiated on plasma membrane|REACTOME|https://reactome.org
R-HSA-5602498|MyD88 deficiency (TLR2/4)|REACTOME|https://reactome.org
R-HSA-5602680|MyD88 deficiency (TLR5)|REACTOME|https://reactome.org
R-HSA-975155|MyD88 dependent cascade initiated on endosome|REACTOME|https://reactome.org
R-HSA-166166|MyD88-independent TLR4 cascade |REACTOME|https://reactome.org
R-HSA-166058|MyD88:MAL(TIRAP) cascade initiated on plasma membrane|REACTOME|https://reactome.org
R-HSA-3785653|Myoclonic epilepsy of Lafora|REACTOME|https://reactome.org
R-HSA-525793|Myogenesis|REACTOME|https://reactome.org
R-HSA-975577|N-Glycan antennae elongation|REACTOME|https://reactome.org
R-HSA-975576|N-glycan antennae elongation in the medial/trans-Golgi|REACTOME|https://reactome.org
R-HSA-964739|N-glycan trimming and elongation in the cis-Golgi|REACTOME|https://reactome.org
R-HSA-532668|N-glycan trimming in the ER and Calnexin/Calreticulin cycle|REACTOME|https://reactome.org
R-HSA-205025|NADE modulates death signalling|REACTOME|https://reactome.org
R-HSA-389542|NADPH regeneration|REACTOME|https://reactome.org
R-HSA-375165|NCAM signaling for neurite out-growth|REACTOME|https://reactome.org
R-HSA-419037|NCAM1 interactions|REACTOME|https://reactome.org
R-HSA-9636003|NEIL3-mediated resolution of ICLs|REACTOME|https://reactome.org
R-HSA-168333|NEP/NS2 Interacts with the Cellular Export Machinery|REACTOME|https://reactome.org
R-HSA-933543|NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10|REACTOME|https://reactome.org
R-HSA-209560|NF-kB is activated and signals survival|REACTOME|https://reactome.org
R-HSA-9818028|NFE2L2 regulates pentose phosphate pathway genes|REACTOME|https://reactome.org
R-HSA-9818025|NFE2L2 regulating TCA cycle genes|REACTOME|https://reactome.org
R-HSA-9818027|NFE2L2 regulating anti-oxidant/detoxification enzymes|REACTOME|https://reactome.org
R-HSA-205017|NFG and proNGF binds to p75NTR|REACTOME|https://reactome.org
R-HSA-167060|NGF processing|REACTOME|https://reactome.org
R-HSA-187024|NGF-independant TRKA activation|REACTOME|https://reactome.org
R-HSA-9031628|NGF-stimulated transcription|REACTOME|https://reactome.org
R-HSA-5676590|NIK-->noncanonical NF-kB signaling|REACTOME|https://reactome.org
R-HSA-168638|NOD1/2 Signaling Pathway|REACTOME|https://reactome.org
R-HSA-203754|NOSIP mediated eNOS trafficking|REACTOME|https://reactome.org
R-HSA-203641|NOSTRIN mediated eNOS trafficking|REACTOME|https://reactome.org
R-HSA-2122947|NOTCH1 Intracellular Domain Regulates Transcription|REACTOME|https://reactome.org
R-HSA-2979096|NOTCH2 Activation and Transmission of Signal to the Nucleus|REACTOME|https://reactome.org
R-HSA-2197563|NOTCH2 intracellular domain regulates transcription|REACTOME|https://reactome.org
R-HSA-9013507|NOTCH3 Activation and Transmission of Signal to the Nucleus|REACTOME|https://reactome.org
R-HSA-9013508|NOTCH3 Intracellular Domain Regulates Transcription|REACTOME|https://reactome.org
R-HSA-9013700|NOTCH4 Activation and Transmission of Signal to the Nucleus|REACTOME|https://reactome.org
R-HSA-9013695|NOTCH4 Intracellular Domain Regulates Transcription|REACTOME|https://reactome.org
R-HSA-9768919|NPAS4 regulates expression of target genes|REACTOME|https://reactome.org
R-HSA-1368071|NR1D1 (REV-ERBA) represses gene expression|REACTOME|https://reactome.org
R-HSA-9632974|NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis |REACTOME|https://reactome.org
R-HSA-9029558|NR1H2 & NR1H3 regulate gene expression linked to lipogenesis|REACTOME|https://reactome.org
R-HSA-9031528|NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose|REACTOME|https://reactome.org
R-HSA-9623433|NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis|REACTOME|https://reactome.org
R-HSA-9031525|NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake |REACTOME|https://reactome.org
R-HSA-9024446|NR1H2 and NR1H3-mediated signaling|REACTOME|https://reactome.org
R-HSA-9029569|NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux|REACTOME|https://reactome.org
R-HSA-193648|NRAGE signals death through JNK|REACTOME|https://reactome.org
R-HSA-205043|NRIF signals cell death from the nucleus|REACTOME|https://reactome.org
R-HSA-168276|NS1 Mediated Effects on Host Pathways|REACTOME|https://reactome.org
R-HSA-9025046|NTF3 activates NTRK2 (TRKB) signaling|REACTOME|https://reactome.org
R-HSA-9034013|NTF3 activates NTRK3 signaling|REACTOME|https://reactome.org
R-HSA-9026357|NTF4 activates NTRK2 (TRKB) signaling|REACTOME|https://reactome.org
R-HSA-9032759|NTRK2 activates RAC1|REACTOME|https://reactome.org
R-HSA-9603505|NTRK3 as a dependence receptor|REACTOME|https://reactome.org
R-HSA-9717301|NVP-TAE684-resistant ALK mutants|REACTOME|https://reactome.org
R-HSA-442660|Na+/Cl- dependent neurotransmitter transporters|REACTOME|https://reactome.org
R-HSA-420597|Nectin/Necl  trans heterodimerization|REACTOME|https://reactome.org
R-HSA-8951664|Neddylation|REACTOME|https://reactome.org
R-HSA-167590|Nef Mediated CD4 Down-regulation|REACTOME|https://reactome.org
R-HSA-182218|Nef Mediated CD8 Down-regulation|REACTOME|https://reactome.org
R-HSA-164944|Nef and signal transduction|REACTOME|https://reactome.org
R-HSA-164939|Nef mediated downregulation of CD28 cell surface expression|REACTOME|https://reactome.org
R-HSA-164940|Nef mediated downregulation of MHC class I complex cell surface expression|REACTOME|https://reactome.org
R-HSA-164938|Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters|REACTOME|https://reactome.org
R-HSA-5250941|Negative epigenetic regulation of rRNA expression|REACTOME|https://reactome.org
R-HSA-5674499|Negative feedback regulation of MAPK pathway|REACTOME|https://reactome.org
R-HSA-5654726|Negative regulation of FGFR1 signaling|REACTOME|https://reactome.org
R-HSA-5654727|Negative regulation of FGFR2 signaling|REACTOME|https://reactome.org
R-HSA-5654732|Negative regulation of FGFR3 signaling|REACTOME|https://reactome.org
R-HSA-5654733|Negative regulation of FGFR4 signaling|REACTOME|https://reactome.org
R-HSA-9706369|Negative regulation of FLT3|REACTOME|https://reactome.org
R-HSA-5675221|Negative regulation of MAPK pathway|REACTOME|https://reactome.org
R-HSA-6807004|Negative regulation of MET activity|REACTOME|https://reactome.org
R-HSA-9617324|Negative regulation of NMDA receptor-mediated neuronal transmission|REACTOME|https://reactome.org
R-HSA-9604323|Negative regulation of NOTCH4 signaling|REACTOME|https://reactome.org
R-HSA-5368598|Negative regulation of TCF-dependent signaling by DVL-interacting proteins|REACTOME|https://reactome.org
R-HSA-3772470|Negative regulation of TCF-dependent signaling by WNT ligand antagonists|REACTOME|https://reactome.org
R-HSA-8866904|Negative regulation of activity of TFAP2 (AP-2) family transcription factors|REACTOME|https://reactome.org
R-HSA-199418|Negative regulation of the PI3K/AKT network|REACTOME|https://reactome.org
R-HSA-936440|Negative regulators of DDX58/IFIH1 signaling|REACTOME|https://reactome.org
R-HSA-373753|Nephrin family interactions|REACTOME|https://reactome.org
R-HSA-9675108|Nervous system development|REACTOME|https://reactome.org
R-HSA-418886|Netrin mediated repulsion signals|REACTOME|https://reactome.org
R-HSA-373752|Netrin-1 signaling|REACTOME|https://reactome.org
R-HSA-6794361|Neurexins and neuroligins|REACTOME|https://reactome.org
R-HSA-8863678|Neurodegenerative Diseases|REACTOME|https://reactome.org
R-HSA-447043|Neurofascin interactions|REACTOME|https://reactome.org
R-HSA-112316|Neuronal System|REACTOME|https://reactome.org
R-HSA-194306|Neurophilin interactions with VEGF and VEGFR|REACTOME|https://reactome.org
R-HSA-168799|Neurotoxicity of clostridium toxins|REACTOME|https://reactome.org
R-HSA-112311|Neurotransmitter clearance|REACTOME|https://reactome.org
R-HSA-112314|Neurotransmitter receptors and postsynaptic signal transmission|REACTOME|https://reactome.org
R-HSA-112310|Neurotransmitter release cycle|REACTOME|https://reactome.org
R-HSA-112313|Neurotransmitter uptake and metabolism In glial cells|REACTOME|https://reactome.org
R-HSA-6798695|Neutrophil degranulation|REACTOME|https://reactome.org
R-HSA-197264|Nicotinamide salvaging|REACTOME|https://reactome.org
R-HSA-196807|Nicotinate metabolism|REACTOME|https://reactome.org
R-HSA-9669926|Nilotinib-resistant KIT mutants|REACTOME|https://reactome.org
R-HSA-392154|Nitric oxide stimulates guanylate cyclase|REACTOME|https://reactome.org
R-HSA-427413|NoRC negatively regulates rRNA expression|REACTOME|https://reactome.org
R-HSA-3000171|Non-integrin membrane-ECM interactions|REACTOME|https://reactome.org
R-HSA-9017802|Noncanonical activation of NOTCH3|REACTOME|https://reactome.org
R-HSA-5693571|Nonhomologous End-Joining (NHEJ)|REACTOME|https://reactome.org
R-HSA-975957|Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|REACTOME|https://reactome.org
R-HSA-975956|Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|REACTOME|https://reactome.org
R-HSA-927802|Nonsense-Mediated Decay (NMD)|REACTOME|https://reactome.org
R-HSA-181430|Norepinephrine Neurotransmitter Release Cycle|REACTOME|https://reactome.org
R-HSA-350054|Notch-HLH transcription pathway|REACTOME|https://reactome.org
R-HSA-447038|NrCAM interactions|REACTOME|https://reactome.org
R-HSA-2995410|Nuclear Envelope (NE) Reassembly|REACTOME|https://reactome.org
R-HSA-2980766|Nuclear Envelope Breakdown|REACTOME|https://reactome.org
R-HSA-198725|Nuclear Events (kinase and transcription factor activation)|REACTOME|https://reactome.org
R-HSA-3301854|Nuclear Pore Complex (NPC) Disassembly|REACTOME|https://reactome.org
R-HSA-383280|Nuclear Receptor transcription pathway|REACTOME|https://reactome.org
R-HSA-9759194|Nuclear events mediated by NFE2L2|REACTOME|https://reactome.org
R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer|REACTOME|https://reactome.org
R-HSA-180746|Nuclear import of Rev protein|REACTOME|https://reactome.org
R-HSA-1251985|Nuclear signaling by ERBB4|REACTOME|https://reactome.org
R-HSA-774815|Nucleosome assembly|REACTOME|https://reactome.org
R-HSA-5696398|Nucleotide Excision Repair|REACTOME|https://reactome.org
R-HSA-8956320|Nucleotide biosynthesis|REACTOME|https://reactome.org
R-HSA-8956319|Nucleotide catabolism|REACTOME|https://reactome.org
R-HSA-9735786|Nucleotide catabolism defects|REACTOME|https://reactome.org
R-HSA-8956321|Nucleotide salvage|REACTOME|https://reactome.org
R-HSA-9734207|Nucleotide salvage defects|REACTOME|https://reactome.org
R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways|REACTOME|https://reactome.org
R-HSA-418038|Nucleotide-like (purinergic) receptors|REACTOME|https://reactome.org
R-HSA-5173214|O-glycosylation of TSR domain-containing proteins|REACTOME|https://reactome.org
R-HSA-5173105|O-linked glycosylation|REACTOME|https://reactome.org
R-HSA-913709|O-linked glycosylation of mucins|REACTOME|https://reactome.org
R-HSA-1480926|O2/CO2 exchange in erythrocytes|REACTOME|https://reactome.org
R-HSA-8983711|OAS antiviral response|REACTOME|https://reactome.org
R-HSA-9673163|Oleoyl-phe metabolism|REACTOME|https://reactome.org
R-HSA-381753|Olfactory Signaling Pathway|REACTOME|https://reactome.org
R-HSA-190704|Oligomerization of connexins into connexons|REACTOME|https://reactome.org
R-HSA-2559585|Oncogene Induced Senescence|REACTOME|https://reactome.org
R-HSA-6802957|Oncogenic MAPK signaling|REACTOME|https://reactome.org
R-HSA-111885|Opioid Signalling|REACTOME|https://reactome.org
R-HSA-419771|Opsins|REACTOME|https://reactome.org
R-HSA-68949|Orc1 removal from chromatin|REACTOME|https://reactome.org
R-HSA-389397|Orexin and neuropeptides FF and QRFP bind to their respective receptors|REACTOME|https://reactome.org
R-HSA-1852241|Organelle biogenesis and maintenance|REACTOME|https://reactome.org
R-HSA-561048|Organic anion transport|REACTOME|https://reactome.org
R-HSA-428643|Organic anion transporters|REACTOME|https://reactome.org
R-HSA-549127|Organic cation transport|REACTOME|https://reactome.org
R-HSA-549132|Organic cation/anion/zwitterion transport|REACTOME|https://reactome.org
R-HSA-449836|Other interleukin signaling|REACTOME|https://reactome.org
R-HSA-416700|Other semaphorin interactions|REACTOME|https://reactome.org
R-HSA-5689896|Ovarian tumor domain proteases|REACTOME|https://reactome.org
R-HSA-2559580|Oxidative Stress Induced Senescence|REACTOME|https://reactome.org
R-HSA-1234176|Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha|REACTOME|https://reactome.org
R-HSA-417957|P2Y receptors|REACTOME|https://reactome.org
R-HSA-141334|PAOs oxidise polyamines to amines|REACTOME|https://reactome.org
R-HSA-5651801|PCNA-Dependent Long Patch Base Excision Repair|REACTOME|https://reactome.org
R-HSA-4086400|PCP/CE pathway|REACTOME|https://reactome.org
R-HSA-389948|PD-1 signaling|REACTOME|https://reactome.org
R-HSA-165160|PDE3B signalling|REACTOME|https://reactome.org
R-HSA-9674428|PDGFR mutants bind TKIs|REACTOME|https://reactome.org
R-HSA-210990|PECAM1 interactions|REACTOME|https://reactome.org
R-HSA-381042|PERK regulates gene expression|REACTOME|https://reactome.org
R-HSA-1483255|PI Metabolism|REACTOME|https://reactome.org
R-HSA-1483196|PI and PC transport between ER and Golgi membranes|REACTOME|https://reactome.org
R-HSA-5654689|PI-3K cascade:FGFR1|REACTOME|https://reactome.org
R-HSA-5654695|PI-3K cascade:FGFR2|REACTOME|https://reactome.org
R-HSA-5654710|PI-3K cascade:FGFR3|REACTOME|https://reactome.org
R-HSA-5654720|PI-3K cascade:FGFR4|REACTOME|https://reactome.org
R-HSA-109704|PI3K Cascade|REACTOME|https://reactome.org
R-HSA-1963642|PI3K events in ERBB2 signaling|REACTOME|https://reactome.org
R-HSA-1250342|PI3K events in ERBB4 signaling|REACTOME|https://reactome.org
R-HSA-2219528|PI3K/AKT Signaling in Cancer|REACTOME|https://reactome.org
R-HSA-198203|PI3K/AKT activation|REACTOME|https://reactome.org
R-HSA-6811555|PI5P Regulates TP53 Acetylation|REACTOME|https://reactome.org
R-HSA-6811558|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|REACTOME|https://reactome.org
R-HSA-5205685|PINK1-PRKN Mediated Mitophagy|REACTOME|https://reactome.org
R-HSA-1257604|PIP3 activates AKT signaling|REACTOME|https://reactome.org
R-HSA-1660510|PIPs transport between Golgi and plasma membranes|REACTOME|https://reactome.org
R-HSA-1660502|PIPs transport between early and late endosome membranes|REACTOME|https://reactome.org
R-HSA-1660537|PIPs transport between early endosome and Golgi membranes|REACTOME|https://reactome.org
R-HSA-1660508|PIPs transport between late endosome and Golgi membranes|REACTOME|https://reactome.org
R-HSA-1660524|PIPs transport between plasma and early endosome membranes|REACTOME|https://reactome.org
R-HSA-5601884|PIWI-interacting RNA (piRNA) biogenesis|REACTOME|https://reactome.org
R-HSA-163615|PKA activation|REACTOME|https://reactome.org
R-HSA-164378|PKA activation in glucagon signalling|REACTOME|https://reactome.org
R-HSA-111931|PKA-mediated phosphorylation of CREB|REACTOME|https://reactome.org
R-HSA-163358|PKA-mediated phosphorylation of key metabolic factors|REACTOME|https://reactome.org
R-HSA-109703|PKB-mediated events|REACTOME|https://reactome.org
R-HSA-3214841|PKMTs methylate histone lysines|REACTOME|https://reactome.org
R-HSA-112043|PLC beta mediated events|REACTOME|https://reactome.org
R-HSA-167021|PLC-gamma1 signalling|REACTOME|https://reactome.org
R-HSA-1251932|PLCG1 events in ERBB2 signaling|REACTOME|https://reactome.org
R-HSA-110362|POLB-Dependent Long Patch Base Excision Repair|REACTOME|https://reactome.org
R-HSA-2892247|POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation|REACTOME|https://reactome.org
R-HSA-2892245|POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation|REACTOME|https://reactome.org
