id|label|pathway_name|source|source_url
r-hsa-174490|pathway|Membrane binding and targetting of GAG proteins|REACTOME|https://reactome.org
r-hsa-5579029|pathway|Metabolic disorders of biological oxidation enzymes|REACTOME|https://reactome.org
r-hsa-1430728|pathway|Metabolism|REACTOME|https://reactome.org
r-hsa-2022377|pathway|Metabolism of Angiotensinogen to Angiotensins|REACTOME|https://reactome.org
r-hsa-8953854|pathway|Metabolism of RNA|REACTOME|https://reactome.org
r-hsa-209776|pathway|Metabolism of amine-derived hormones|REACTOME|https://reactome.org
r-hsa-71291|pathway|Metabolism of amino acids and derivatives|REACTOME|https://reactome.org
r-hsa-71387|pathway|Metabolism of carbohydrates|REACTOME|https://reactome.org
r-hsa-8978934|pathway|Metabolism of cofactors|REACTOME|https://reactome.org
r-hsa-6806667|pathway|Metabolism of fat-soluble vitamins|REACTOME|https://reactome.org
r-hsa-196757|pathway|Metabolism of folate and pterines|REACTOME|https://reactome.org
r-hsa-2408550|pathway|Metabolism of ingested H2SeO4 and H2SeO3 into H2Se|REACTOME|https://reactome.org
r-hsa-5263617|pathway|Metabolism of ingested MeSeO2H into MeSeH|REACTOME|https://reactome.org
r-hsa-2408508|pathway|Metabolism of ingested SeMet, Sec, MeSec into H2Se|REACTOME|https://reactome.org
r-hsa-556833|pathway|Metabolism of lipids|REACTOME|https://reactome.org
r-hsa-202131|pathway|Metabolism of nitric oxide: NOS3 activation and regulation|REACTOME|https://reactome.org
r-hsa-194441|pathway|Metabolism of non-coding RNA|REACTOME|https://reactome.org
r-hsa-15869|pathway|Metabolism of nucleotides|REACTOME|https://reactome.org
r-hsa-351202|pathway|Metabolism of polyamines|REACTOME|https://reactome.org
r-hsa-189445|pathway|Metabolism of porphyrins|REACTOME|https://reactome.org
r-hsa-392499|pathway|Metabolism of proteins|REACTOME|https://reactome.org
r-hsa-380612|pathway|Metabolism of serotonin|REACTOME|https://reactome.org
r-hsa-196071|pathway|Metabolism of steroid hormones|REACTOME|https://reactome.org
r-hsa-8957322|pathway|Metabolism of steroids|REACTOME|https://reactome.org
r-hsa-6806664|pathway|Metabolism of vitamin K|REACTOME|https://reactome.org
r-hsa-196854|pathway|Metabolism of vitamins and cofactors|REACTOME|https://reactome.org
r-hsa-196849|pathway|Metabolism of water-soluble vitamins and cofactors|REACTOME|https://reactome.org
r-hsa-425410|pathway|Metal ion SLC transporters|REACTOME|https://reactome.org
r-hsa-6799990|pathway|Metal sequestration by antimicrobial proteins|REACTOME|https://reactome.org
r-hsa-5689901|pathway|Metalloprotease DUBs|REACTOME|https://reactome.org
r-hsa-5661231|pathway|Metallothioneins bind metals|REACTOME|https://reactome.org
r-hsa-1237112|pathway|Methionine salvage pathway|REACTOME|https://reactome.org
r-hsa-156581|pathway|Methylation|REACTOME|https://reactome.org
r-hsa-2408552|pathway|Methylation of MeSeH for excretion|REACTOME|https://reactome.org
r-hsa-203927|pathway|MicroRNA (miRNA) biogenesis|REACTOME|https://reactome.org
r-hsa-9686347|pathway|Microbial modulation of RIPK1-mediated regulated necrosis|REACTOME|https://reactome.org
r-hsa-190840|pathway|Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane|REACTOME|https://reactome.org
r-hsa-193993|pathway|Mineralocorticoid biosynthesis|REACTOME|https://reactome.org
r-hsa-164516|pathway|Minus-strand DNA synthesis|REACTOME|https://reactome.org
r-hsa-9715370|pathway|Miro GTPase Cycle|REACTOME|https://reactome.org
r-hsa-211958|pathway|Miscellaneous substrates|REACTOME|https://reactome.org
r-hsa-5223345|pathway|Miscellaneous transport and binding events|REACTOME|https://reactome.org
r-hsa-5358508|pathway|Mismatch Repair|REACTOME|https://reactome.org
r-hsa-5358606|pathway|Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)|REACTOME|https://reactome.org
r-hsa-5358565|pathway|Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)|REACTOME|https://reactome.org
r-hsa-1369007|pathway|Mitochondrial ABC transporters|REACTOME|https://reactome.org
r-hsa-77289|pathway|Mitochondrial Fatty Acid Beta-Oxidation|REACTOME|https://reactome.org
r-hsa-166187|pathway|Mitochondrial Uncoupling|REACTOME|https://reactome.org
r-hsa-1592230|pathway|Mitochondrial biogenesis|REACTOME|https://reactome.org
r-hsa-8949215|pathway|Mitochondrial calcium ion transport|REACTOME|https://reactome.org
r-hsa-1362409|pathway|Mitochondrial iron-sulfur cluster biogenesis|REACTOME|https://reactome.org
r-hsa-1268020|pathway|Mitochondrial protein import|REACTOME|https://reactome.org
r-hsa-379726|pathway|Mitochondrial tRNA aminoacylation|REACTOME|https://reactome.org
r-hsa-163282|pathway|Mitochondrial transcription initiation|REACTOME|https://reactome.org
r-hsa-163316|pathway|Mitochondrial transcription termination|REACTOME|https://reactome.org
r-hsa-5368287|pathway|Mitochondrial translation|REACTOME|https://reactome.org
r-hsa-5389840|pathway|Mitochondrial translation elongation|REACTOME|https://reactome.org
r-hsa-5368286|pathway|Mitochondrial translation initiation|REACTOME|https://reactome.org
r-hsa-5419276|pathway|Mitochondrial translation termination|REACTOME|https://reactome.org
r-hsa-5205647|pathway|Mitophagy|REACTOME|https://reactome.org
r-hsa-68882|pathway|Mitotic Anaphase|REACTOME|https://reactome.org
r-hsa-453279|pathway|Mitotic G1 phase and G1/S transition|REACTOME|https://reactome.org
r-hsa-453274|pathway|Mitotic G2-G2/M phases|REACTOME|https://reactome.org
r-hsa-2555396|pathway|Mitotic Metaphase and Anaphase|REACTOME|https://reactome.org
r-hsa-68881|pathway|Mitotic Metaphase/Anaphase Transition|REACTOME|https://reactome.org
r-hsa-68877|pathway|Mitotic Prometaphase|REACTOME|https://reactome.org
r-hsa-68875|pathway|Mitotic Prophase|REACTOME|https://reactome.org
r-hsa-69618|pathway|Mitotic Spindle Checkpoint|REACTOME|https://reactome.org
r-hsa-68884|pathway|Mitotic Telophase/Cytokinesis|REACTOME|https://reactome.org
r-hsa-9637628|pathway|Modulation by Mtb of host immune system|REACTOME|https://reactome.org
r-hsa-2129379|pathway|Molecules associated with elastic fibres|REACTOME|https://reactome.org
r-hsa-947581|pathway|Molybdenum cofactor biosynthesis|REACTOME|https://reactome.org
r-hsa-1222449|pathway|Mtb iron assimilation by chelation|REACTOME|https://reactome.org
r-hsa-2206281|pathway|Mucopolysaccharidoses|REACTOME|https://reactome.org
r-hsa-427601|pathway|Multifunctional anion exchangers|REACTOME|https://reactome.org
r-hsa-390648|pathway|Muscarinic acetylcholine receptors|REACTOME|https://reactome.org
r-hsa-397014|pathway|Muscle contraction|REACTOME|https://reactome.org
r-hsa-975871|pathway|MyD88 cascade initiated on plasma membrane|REACTOME|https://reactome.org
r-hsa-5602498|pathway|MyD88 deficiency (TLR2/4)|REACTOME|https://reactome.org
r-hsa-5602680|pathway|MyD88 deficiency (TLR5)|REACTOME|https://reactome.org
r-hsa-975155|pathway|MyD88 dependent cascade initiated on endosome|REACTOME|https://reactome.org
r-hsa-166166|pathway|MyD88-independent TLR4 cascade |REACTOME|https://reactome.org
r-hsa-166058|pathway|MyD88:MAL(TIRAP) cascade initiated on plasma membrane|REACTOME|https://reactome.org
r-hsa-3785653|pathway|Myoclonic epilepsy of Lafora|REACTOME|https://reactome.org
r-hsa-525793|pathway|Myogenesis|REACTOME|https://reactome.org
r-hsa-975577|pathway|N-Glycan antennae elongation|REACTOME|https://reactome.org
r-hsa-975576|pathway|N-glycan antennae elongation in the medial/trans-Golgi|REACTOME|https://reactome.org
r-hsa-964739|pathway|N-glycan trimming and elongation in the cis-Golgi|REACTOME|https://reactome.org
r-hsa-532668|pathway|N-glycan trimming in the ER and Calnexin/Calreticulin cycle|REACTOME|https://reactome.org
r-hsa-205025|pathway|NADE modulates death signalling|REACTOME|https://reactome.org
r-hsa-389542|pathway|NADPH regeneration|REACTOME|https://reactome.org
r-hsa-375165|pathway|NCAM signaling for neurite out-growth|REACTOME|https://reactome.org
r-hsa-419037|pathway|NCAM1 interactions|REACTOME|https://reactome.org
r-hsa-9636003|pathway|NEIL3-mediated resolution of ICLs|REACTOME|https://reactome.org
r-hsa-168333|pathway|NEP/NS2 Interacts with the Cellular Export Machinery|REACTOME|https://reactome.org
r-hsa-933543|pathway|NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10|REACTOME|https://reactome.org
r-hsa-209560|pathway|NF-kB is activated and signals survival|REACTOME|https://reactome.org
r-hsa-9818028|pathway|NFE2L2 regulates pentose phosphate pathway genes|REACTOME|https://reactome.org
r-hsa-9818025|pathway|NFE2L2 regulating TCA cycle genes|REACTOME|https://reactome.org
r-hsa-9818027|pathway|NFE2L2 regulating anti-oxidant/detoxification enzymes|REACTOME|https://reactome.org
r-hsa-205017|pathway|NFG and proNGF binds to p75NTR|REACTOME|https://reactome.org
r-hsa-167060|pathway|NGF processing|REACTOME|https://reactome.org
r-hsa-187024|pathway|NGF-independant TRKA activation|REACTOME|https://reactome.org
r-hsa-9031628|pathway|NGF-stimulated transcription|REACTOME|https://reactome.org
r-hsa-5676590|pathway|NIK-->noncanonical NF-kB signaling|REACTOME|https://reactome.org
r-hsa-168638|pathway|NOD1/2 Signaling Pathway|REACTOME|https://reactome.org
r-hsa-203754|pathway|NOSIP mediated eNOS trafficking|REACTOME|https://reactome.org
r-hsa-203641|pathway|NOSTRIN mediated eNOS trafficking|REACTOME|https://reactome.org
r-hsa-2122947|pathway|NOTCH1 Intracellular Domain Regulates Transcription|REACTOME|https://reactome.org
r-hsa-2979096|pathway|NOTCH2 Activation and Transmission of Signal to the Nucleus|REACTOME|https://reactome.org
r-hsa-2197563|pathway|NOTCH2 intracellular domain regulates transcription|REACTOME|https://reactome.org
r-hsa-9013507|pathway|NOTCH3 Activation and Transmission of Signal to the Nucleus|REACTOME|https://reactome.org
r-hsa-9013508|pathway|NOTCH3 Intracellular Domain Regulates Transcription|REACTOME|https://reactome.org
r-hsa-9013700|pathway|NOTCH4 Activation and Transmission of Signal to the Nucleus|REACTOME|https://reactome.org
r-hsa-9013695|pathway|NOTCH4 Intracellular Domain Regulates Transcription|REACTOME|https://reactome.org
r-hsa-9768919|pathway|NPAS4 regulates expression of target genes|REACTOME|https://reactome.org
r-hsa-1368071|pathway|NR1D1 (REV-ERBA) represses gene expression|REACTOME|https://reactome.org
r-hsa-9632974|pathway|NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis |REACTOME|https://reactome.org
r-hsa-9029558|pathway|NR1H2 & NR1H3 regulate gene expression linked to lipogenesis|REACTOME|https://reactome.org
r-hsa-9031528|pathway|NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose|REACTOME|https://reactome.org
r-hsa-9623433|pathway|NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis|REACTOME|https://reactome.org
r-hsa-9031525|pathway|NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake |REACTOME|https://reactome.org
r-hsa-9024446|pathway|NR1H2 and NR1H3-mediated signaling|REACTOME|https://reactome.org
r-hsa-9029569|pathway|NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux|REACTOME|https://reactome.org
r-hsa-193648|pathway|NRAGE signals death through JNK|REACTOME|https://reactome.org
r-hsa-205043|pathway|NRIF signals cell death from the nucleus|REACTOME|https://reactome.org
r-hsa-168276|pathway|NS1 Mediated Effects on Host Pathways|REACTOME|https://reactome.org
r-hsa-9025046|pathway|NTF3 activates NTRK2 (TRKB) signaling|REACTOME|https://reactome.org
r-hsa-9034013|pathway|NTF3 activates NTRK3 signaling|REACTOME|https://reactome.org
r-hsa-9026357|pathway|NTF4 activates NTRK2 (TRKB) signaling|REACTOME|https://reactome.org
r-hsa-9032759|pathway|NTRK2 activates RAC1|REACTOME|https://reactome.org
r-hsa-9603505|pathway|NTRK3 as a dependence receptor|REACTOME|https://reactome.org
r-hsa-9717301|pathway|NVP-TAE684-resistant ALK mutants|REACTOME|https://reactome.org
r-hsa-442660|pathway|Na+/Cl- dependent neurotransmitter transporters|REACTOME|https://reactome.org
r-hsa-420597|pathway|Nectin/Necl  trans heterodimerization|REACTOME|https://reactome.org
r-hsa-8951664|pathway|Neddylation|REACTOME|https://reactome.org
r-hsa-167590|pathway|Nef Mediated CD4 Down-regulation|REACTOME|https://reactome.org
r-hsa-182218|pathway|Nef Mediated CD8 Down-regulation|REACTOME|https://reactome.org
r-hsa-164944|pathway|Nef and signal transduction|REACTOME|https://reactome.org
r-hsa-164939|pathway|Nef mediated downregulation of CD28 cell surface expression|REACTOME|https://reactome.org
r-hsa-164940|pathway|Nef mediated downregulation of MHC class I complex cell surface expression|REACTOME|https://reactome.org
r-hsa-164938|pathway|Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters|REACTOME|https://reactome.org
r-hsa-5250941|pathway|Negative epigenetic regulation of rRNA expression|REACTOME|https://reactome.org
r-hsa-5674499|pathway|Negative feedback regulation of MAPK pathway|REACTOME|https://reactome.org
r-hsa-5654726|pathway|Negative regulation of FGFR1 signaling|REACTOME|https://reactome.org
r-hsa-5654727|pathway|Negative regulation of FGFR2 signaling|REACTOME|https://reactome.org
r-hsa-5654732|pathway|Negative regulation of FGFR3 signaling|REACTOME|https://reactome.org
r-hsa-5654733|pathway|Negative regulation of FGFR4 signaling|REACTOME|https://reactome.org
r-hsa-9706369|pathway|Negative regulation of FLT3|REACTOME|https://reactome.org
r-hsa-5675221|pathway|Negative regulation of MAPK pathway|REACTOME|https://reactome.org
r-hsa-6807004|pathway|Negative regulation of MET activity|REACTOME|https://reactome.org
r-hsa-9617324|pathway|Negative regulation of NMDA receptor-mediated neuronal transmission|REACTOME|https://reactome.org
r-hsa-9604323|pathway|Negative regulation of NOTCH4 signaling|REACTOME|https://reactome.org
r-hsa-5368598|pathway|Negative regulation of TCF-dependent signaling by DVL-interacting proteins|REACTOME|https://reactome.org
r-hsa-3772470|pathway|Negative regulation of TCF-dependent signaling by WNT ligand antagonists|REACTOME|https://reactome.org
r-hsa-8866904|pathway|Negative regulation of activity of TFAP2 (AP-2) family transcription factors|REACTOME|https://reactome.org
r-hsa-199418|pathway|Negative regulation of the PI3K/AKT network|REACTOME|https://reactome.org
r-hsa-936440|pathway|Negative regulators of DDX58/IFIH1 signaling|REACTOME|https://reactome.org
r-hsa-373753|pathway|Nephrin family interactions|REACTOME|https://reactome.org
r-hsa-9675108|pathway|Nervous system development|REACTOME|https://reactome.org
r-hsa-418886|pathway|Netrin mediated repulsion signals|REACTOME|https://reactome.org
r-hsa-373752|pathway|Netrin-1 signaling|REACTOME|https://reactome.org
r-hsa-6794361|pathway|Neurexins and neuroligins|REACTOME|https://reactome.org
r-hsa-8863678|pathway|Neurodegenerative Diseases|REACTOME|https://reactome.org
r-hsa-447043|pathway|Neurofascin interactions|REACTOME|https://reactome.org
r-hsa-112316|pathway|Neuronal System|REACTOME|https://reactome.org
r-hsa-194306|pathway|Neurophilin interactions with VEGF and VEGFR|REACTOME|https://reactome.org
r-hsa-168799|pathway|Neurotoxicity of clostridium toxins|REACTOME|https://reactome.org
r-hsa-112311|pathway|Neurotransmitter clearance|REACTOME|https://reactome.org
r-hsa-112314|pathway|Neurotransmitter receptors and postsynaptic signal transmission|REACTOME|https://reactome.org
r-hsa-112310|pathway|Neurotransmitter release cycle|REACTOME|https://reactome.org
r-hsa-112313|pathway|Neurotransmitter uptake and metabolism In glial cells|REACTOME|https://reactome.org
r-hsa-6798695|pathway|Neutrophil degranulation|REACTOME|https://reactome.org
r-hsa-197264|pathway|Nicotinamide salvaging|REACTOME|https://reactome.org
r-hsa-196807|pathway|Nicotinate metabolism|REACTOME|https://reactome.org
r-hsa-9669926|pathway|Nilotinib-resistant KIT mutants|REACTOME|https://reactome.org
r-hsa-392154|pathway|Nitric oxide stimulates guanylate cyclase|REACTOME|https://reactome.org
r-hsa-427413|pathway|NoRC negatively regulates rRNA expression|REACTOME|https://reactome.org
r-hsa-3000171|pathway|Non-integrin membrane-ECM interactions|REACTOME|https://reactome.org
r-hsa-9017802|pathway|Noncanonical activation of NOTCH3|REACTOME|https://reactome.org
r-hsa-5693571|pathway|Nonhomologous End-Joining (NHEJ)|REACTOME|https://reactome.org
r-hsa-975957|pathway|Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|REACTOME|https://reactome.org
r-hsa-975956|pathway|Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|REACTOME|https://reactome.org
r-hsa-927802|pathway|Nonsense-Mediated Decay (NMD)|REACTOME|https://reactome.org
r-hsa-181430|pathway|Norepinephrine Neurotransmitter Release Cycle|REACTOME|https://reactome.org
r-hsa-350054|pathway|Notch-HLH transcription pathway|REACTOME|https://reactome.org
r-hsa-447038|pathway|NrCAM interactions|REACTOME|https://reactome.org
r-hsa-2995410|pathway|Nuclear Envelope (NE) Reassembly|REACTOME|https://reactome.org
r-hsa-2980766|pathway|Nuclear Envelope Breakdown|REACTOME|https://reactome.org
r-hsa-198725|pathway|Nuclear Events (kinase and transcription factor activation)|REACTOME|https://reactome.org
r-hsa-3301854|pathway|Nuclear Pore Complex (NPC) Disassembly|REACTOME|https://reactome.org
r-hsa-383280|pathway|Nuclear Receptor transcription pathway|REACTOME|https://reactome.org
r-hsa-9759194|pathway|Nuclear events mediated by NFE2L2|REACTOME|https://reactome.org
r-hsa-9725371|pathway|Nuclear events stimulated by ALK signaling in cancer|REACTOME|https://reactome.org
r-hsa-180746|pathway|Nuclear import of Rev protein|REACTOME|https://reactome.org
r-hsa-1251985|pathway|Nuclear signaling by ERBB4|REACTOME|https://reactome.org
r-hsa-774815|pathway|Nucleosome assembly|REACTOME|https://reactome.org
r-hsa-5696398|pathway|Nucleotide Excision Repair|REACTOME|https://reactome.org
r-hsa-8956320|pathway|Nucleotide biosynthesis|REACTOME|https://reactome.org
r-hsa-8956319|pathway|Nucleotide catabolism|REACTOME|https://reactome.org
r-hsa-9735786|pathway|Nucleotide catabolism defects|REACTOME|https://reactome.org
r-hsa-8956321|pathway|Nucleotide salvage|REACTOME|https://reactome.org
r-hsa-9734207|pathway|Nucleotide salvage defects|REACTOME|https://reactome.org
r-hsa-168643|pathway|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways|REACTOME|https://reactome.org
r-hsa-418038|pathway|Nucleotide-like (purinergic) receptors|REACTOME|https://reactome.org
r-hsa-5173214|pathway|O-glycosylation of TSR domain-containing proteins|REACTOME|https://reactome.org
r-hsa-5173105|pathway|O-linked glycosylation|REACTOME|https://reactome.org
r-hsa-913709|pathway|O-linked glycosylation of mucins|REACTOME|https://reactome.org
r-hsa-1480926|pathway|O2/CO2 exchange in erythrocytes|REACTOME|https://reactome.org
r-hsa-8983711|pathway|OAS antiviral response|REACTOME|https://reactome.org
r-hsa-9673163|pathway|Oleoyl-phe metabolism|REACTOME|https://reactome.org
r-hsa-381753|pathway|Olfactory Signaling Pathway|REACTOME|https://reactome.org
r-hsa-190704|pathway|Oligomerization of connexins into connexons|REACTOME|https://reactome.org
r-hsa-2559585|pathway|Oncogene Induced Senescence|REACTOME|https://reactome.org
r-hsa-6802957|pathway|Oncogenic MAPK signaling|REACTOME|https://reactome.org
r-hsa-111885|pathway|Opioid Signalling|REACTOME|https://reactome.org
r-hsa-419771|pathway|Opsins|REACTOME|https://reactome.org
r-hsa-68949|pathway|Orc1 removal from chromatin|REACTOME|https://reactome.org
r-hsa-389397|pathway|Orexin and neuropeptides FF and QRFP bind to their respective receptors|REACTOME|https://reactome.org
r-hsa-1852241|pathway|Organelle biogenesis and maintenance|REACTOME|https://reactome.org
r-hsa-561048|pathway|Organic anion transport|REACTOME|https://reactome.org
r-hsa-428643|pathway|Organic anion transporters|REACTOME|https://reactome.org
r-hsa-549127|pathway|Organic cation transport|REACTOME|https://reactome.org
r-hsa-549132|pathway|Organic cation/anion/zwitterion transport|REACTOME|https://reactome.org
r-hsa-449836|pathway|Other interleukin signaling|REACTOME|https://reactome.org
r-hsa-416700|pathway|Other semaphorin interactions|REACTOME|https://reactome.org
r-hsa-5689896|pathway|Ovarian tumor domain proteases|REACTOME|https://reactome.org
r-hsa-2559580|pathway|Oxidative Stress Induced Senescence|REACTOME|https://reactome.org
r-hsa-1234176|pathway|Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha|REACTOME|https://reactome.org
r-hsa-417957|pathway|P2Y receptors|REACTOME|https://reactome.org
r-hsa-141334|pathway|PAOs oxidise polyamines to amines|REACTOME|https://reactome.org
r-hsa-5651801|pathway|PCNA-Dependent Long Patch Base Excision Repair|REACTOME|https://reactome.org
r-hsa-4086400|pathway|PCP/CE pathway|REACTOME|https://reactome.org
r-hsa-389948|pathway|PD-1 signaling|REACTOME|https://reactome.org
r-hsa-165160|pathway|PDE3B signalling|REACTOME|https://reactome.org
r-hsa-9674428|pathway|PDGFR mutants bind TKIs|REACTOME|https://reactome.org
r-hsa-210990|pathway|PECAM1 interactions|REACTOME|https://reactome.org
r-hsa-381042|pathway|PERK regulates gene expression|REACTOME|https://reactome.org
r-hsa-1483255|pathway|PI Metabolism|REACTOME|https://reactome.org
r-hsa-1483196|pathway|PI and PC transport between ER and Golgi membranes|REACTOME|https://reactome.org
r-hsa-5654689|pathway|PI-3K cascade:FGFR1|REACTOME|https://reactome.org
r-hsa-5654695|pathway|PI-3K cascade:FGFR2|REACTOME|https://reactome.org
r-hsa-5654710|pathway|PI-3K cascade:FGFR3|REACTOME|https://reactome.org
r-hsa-5654720|pathway|PI-3K cascade:FGFR4|REACTOME|https://reactome.org
r-hsa-109704|pathway|PI3K Cascade|REACTOME|https://reactome.org
r-hsa-1963642|pathway|PI3K events in ERBB2 signaling|REACTOME|https://reactome.org
r-hsa-1250342|pathway|PI3K events in ERBB4 signaling|REACTOME|https://reactome.org
r-hsa-2219528|pathway|PI3K/AKT Signaling in Cancer|REACTOME|https://reactome.org
r-hsa-198203|pathway|PI3K/AKT activation|REACTOME|https://reactome.org
r-hsa-6811555|pathway|PI5P Regulates TP53 Acetylation|REACTOME|https://reactome.org
r-hsa-6811558|pathway|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|REACTOME|https://reactome.org
r-hsa-5205685|pathway|PINK1-PRKN Mediated Mitophagy|REACTOME|https://reactome.org
r-hsa-1257604|pathway|PIP3 activates AKT signaling|REACTOME|https://reactome.org
r-hsa-1660510|pathway|PIPs transport between Golgi and plasma membranes|REACTOME|https://reactome.org
r-hsa-1660502|pathway|PIPs transport between early and late endosome membranes|REACTOME|https://reactome.org
r-hsa-1660537|pathway|PIPs transport between early endosome and Golgi membranes|REACTOME|https://reactome.org
r-hsa-1660508|pathway|PIPs transport between late endosome and Golgi membranes|REACTOME|https://reactome.org
r-hsa-1660524|pathway|PIPs transport between plasma and early endosome membranes|REACTOME|https://reactome.org
r-hsa-5601884|pathway|PIWI-interacting RNA (piRNA) biogenesis|REACTOME|https://reactome.org
r-hsa-163615|pathway|PKA activation|REACTOME|https://reactome.org
r-hsa-164378|pathway|PKA activation in glucagon signalling|REACTOME|https://reactome.org
r-hsa-111931|pathway|PKA-mediated phosphorylation of CREB|REACTOME|https://reactome.org
r-hsa-163358|pathway|PKA-mediated phosphorylation of key metabolic factors|REACTOME|https://reactome.org
r-hsa-109703|pathway|PKB-mediated events|REACTOME|https://reactome.org
r-hsa-3214841|pathway|PKMTs methylate histone lysines|REACTOME|https://reactome.org
r-hsa-112043|pathway|PLC beta mediated events|REACTOME|https://reactome.org
r-hsa-167021|pathway|PLC-gamma1 signalling|REACTOME|https://reactome.org
r-hsa-1251932|pathway|PLCG1 events in ERBB2 signaling|REACTOME|https://reactome.org
r-hsa-110362|pathway|POLB-Dependent Long Patch Base Excision Repair|REACTOME|https://reactome.org
r-hsa-2892247|pathway|POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation|REACTOME|https://reactome.org
r-hsa-2892245|pathway|POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation|REACTOME|https://reactome.org
r-hsa-163767|pathway|PP2A-mediated dephosphorylation of key metabolic factors|REACTOME|https://reactome.org
r-hsa-1989781|pathway|PPARA activates gene expression|REACTOME|https://reactome.org
r-hsa-212300|pathway|PRC2 methylates histones and DNA|REACTOME|https://reactome.org
r-hsa-5674404|pathway|PTEN Loss of Function in Cancer|REACTOME|https://reactome.org
r-hsa-6807070|pathway|PTEN Regulation|REACTOME|https://reactome.org
r-hsa-8849474|pathway|PTK6 Activates STAT3|REACTOME|https://reactome.org
r-hsa-8849472|pathway|PTK6 Down-Regulation|REACTOME|https://reactome.org
r-hsa-8849473|pathway|PTK6 Expression|REACTOME|https://reactome.org
r-hsa-8849470|pathway|PTK6 Regulates Cell Cycle|REACTOME|https://reactome.org
r-hsa-8849468|pathway|PTK6 Regulates Proteins Involved in RNA Processing|REACTOME|https://reactome.org
r-hsa-8849471|pathway|PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases|REACTOME|https://reactome.org
r-hsa-8849469|pathway|PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1|REACTOME|https://reactome.org
r-hsa-8857538|pathway|PTK6 promotes HIF1A stabilization|REACTOME|https://reactome.org
r-hsa-171306|pathway|Packaging Of Telomere Ends|REACTOME|https://reactome.org
r-hsa-168303|pathway|Packaging of Eight RNA Segments|REACTOME|https://reactome.org
r-hsa-9753281|pathway|Paracetamol ADME|REACTOME|https://reactome.org
r-hsa-6802955|pathway|Paradoxical activation of RAF signaling by kinase inactive BRAF|REACTOME|https://reactome.org
r-hsa-9664407|pathway|Parasite infection|REACTOME|https://reactome.org
r-hsa-9824443|pathway|Parasitic Infection Pathways|REACTOME|https://reactome.org
r-hsa-432047|pathway|Passive transport by Aquaporins|REACTOME|https://reactome.org
r-hsa-167290|pathway|Pausing and recovery of HIV elongation|REACTOME|https://reactome.org
r-hsa-167238|pathway|Pausing and recovery of Tat-mediated HIV elongation|REACTOME|https://reactome.org
r-hsa-71336|pathway|Pentose phosphate pathway|REACTOME|https://reactome.org
r-hsa-6791465|pathway|Pentose phosphate pathway disease|REACTOME|https://reactome.org
r-hsa-156902|pathway|Peptide chain elongation|REACTOME|https://reactome.org
r-hsa-209952|pathway|Peptide hormone biosynthesis|REACTOME|https://reactome.org
r-hsa-2980736|pathway|Peptide hormone metabolism|REACTOME|https://reactome.org
r-hsa-375276|pathway|Peptide ligand-binding receptors|REACTOME|https://reactome.org
r-hsa-390918|pathway|Peroxisomal lipid metabolism|REACTOME|https://reactome.org
r-hsa-9033241|pathway|Peroxisomal protein import|REACTOME|https://reactome.org
r-hsa-9005895|pathway|Pervasive developmental disorders|REACTOME|https://reactome.org
r-hsa-9664873|pathway|Pexophagy|REACTOME|https://reactome.org
r-hsa-9637698|pathway|Phagocyte cell death caused by cytosolic Mtb|REACTOME|https://reactome.org
r-hsa-5576892|pathway|Phase 0 - rapid depolarisation|REACTOME|https://reactome.org
r-hsa-5576894|pathway|Phase 1 - inactivation of fast Na+ channels|REACTOME|https://reactome.org
r-hsa-5576893|pathway|Phase 2 - plateau phase|REACTOME|https://reactome.org
r-hsa-5576890|pathway|Phase 3 - rapid repolarisation|REACTOME|https://reactome.org
r-hsa-5576886|pathway|Phase 4 - resting membrane potential|REACTOME|https://reactome.org
r-hsa-211945|pathway|Phase I - Functionalization of compounds|REACTOME|https://reactome.org
r-hsa-156580|pathway|Phase II - Conjugation of compounds|REACTOME|https://reactome.org
r-hsa-8963691|pathway|Phenylalanine and tyrosine metabolism|REACTOME|https://reactome.org
r-hsa-8964208|pathway|Phenylalanine metabolism|REACTOME|https://reactome.org
r-hsa-2160456|pathway|Phenylketonuria|REACTOME|https://reactome.org
r-hsa-8850843|pathway|Phosphate bond hydrolysis by NTPDase proteins|REACTOME|https://reactome.org
