# Interactor 1 uniprot id	Interactor 1 Ensembl gene id	Interactor 1 Entrez Gene id	Interactor 2 uniprot id	Interactor 2 Ensembl gene id	Interactor 2 Entrez Gene id	Interaction type	Interaction context	Pubmed references
uniprotkb:Q92793	ENSEMBL:ENSG00000005339|ENSEMBL:ENST00000382070|ENSEMBL:ENST00000262367|ENSEMBL:ENSP00000371502|ENSEMBL:ENSP00000262367	-	uniprotkb:O15516	ENSEMBL:ENSG00000134852|ENSEMBL:ENSP00000308741|ENSEMBL:ENSP00000370723|ENSEMBL:ENSP00000426983|ENSEMBL:ENST00000309964|ENSEMBL:ENST00000513440|ENSEMBL:ENST00000381322	-	physical association	reactome:R-HSA-9925864	24243840
uniprotkb:Q92793	ENSEMBL:ENSG00000005339|ENSEMBL:ENST00000382070|ENSEMBL:ENST00000262367|ENSEMBL:ENSP00000371502|ENSEMBL:ENSP00000262367	-	reactome:R-HSA-8948433	ENSEMBL:ENSG00000143365	-	physical association	reactome:R-HSA-9925864	24243840
uniprotkb:Q92793	ENSEMBL:ENSG00000005339|ENSEMBL:ENST00000382070|ENSEMBL:ENST00000262367|ENSEMBL:ENSP00000371502|ENSEMBL:ENSP00000262367	-	uniprotkb:O00327	ENSEMBL:ENSG00000133794|ENSEMBL:ENSP00000374357|ENSEMBL:ENSP00000385897|ENSEMBL:ENSP00000385581|ENSEMBL:ENSP00000385915|ENSEMBL:ENSP00000433571|ENSEMBL:ENSP00000384517|ENSEMBL:ENST00000389707|ENSEMBL:ENST00000403510|ENSEMBL:ENST00000529388|ENSEMBL:ENST00000401424|ENSEMBL:ENST00000403290|ENSEMBL:ENST00000403482	-	physical association	reactome:R-HSA-9925864	24243840
reactome:R-HSA-5641225	ENSEMBL:ENSG00000008405	-	uniprotkb:O00327	ENSEMBL:ENSG00000133794|ENSEMBL:ENSP00000374357|ENSEMBL:ENSP00000385897|ENSEMBL:ENSP00000385581|ENSEMBL:ENSP00000385915|ENSEMBL:ENSP00000433571|ENSEMBL:ENSP00000384517|ENSEMBL:ENST00000389707|ENSEMBL:ENST00000403510|ENSEMBL:ENST00000529388|ENSEMBL:ENST00000401424|ENSEMBL:ENST00000403290|ENSEMBL:ENST00000403482	-	physical association	reactome:R-HSA-9923001	24243840
reactome:R-HSA-5641225	ENSEMBL:ENSG00000008405	-	uniprotkb:O15516	ENSEMBL:ENSG00000134852|ENSEMBL:ENSP00000308741|ENSEMBL:ENSP00000370723|ENSEMBL:ENSP00000426983|ENSEMBL:ENST00000309964|ENSEMBL:ENST00000513440|ENSEMBL:ENST00000381322	-	physical association	reactome:R-HSA-9923001	24243840
uniprotkb:Q03164	ENSEMBL:ENST00000649699|ENSEMBL:ENST00000534358|ENSEMBL:ENSG00000118058|ENSEMBL:ENSP00000496927|ENSEMBL:ENSP00000436786|ENSEMBL:ENSP00000374157|ENSEMBL:ENST00000389506	-	reactome:R-HSA-5641225	ENSEMBL:ENSG00000008405	-	physical association	reactome:R-HSA-9923001	24243840
uniprotkb:O75925	ENSEMBL:ENSG00000033800|ENSEMBL:ENST00000545237|ENSEMBL:ENST00000249636|ENSEMBL:ENSP00000438574|ENSEMBL:ENSP00000249636	-	uniprotkb:P42224	ENSEMBL:ENSG00000115415|ENSEMBL:ENSP00000438703|ENSEMBL:ENSP00000376136|ENSEMBL:ENSP00000501164|ENSEMBL:ENSP00000501225|ENSEMBL:ENSP00000513582|ENSEMBL:ENSP00000376137|ENSEMBL:ENSP00000354394|ENSEMBL:ENSP00000386244|ENSEMBL:ENSP00000388240|ENSEMBL:ENST00000392322|ENSEMBL:ENST00000361099|ENSEMBL:ENST00000698141|ENSEMBL:ENST00000409465|ENSEMBL:ENST00000540176|ENSEMBL:ENST00000415035|ENSEMBL:ENST00000673841|ENSEMBL:ENST00000392323|ENSEMBL:ENST00000674080	-	physical association	reactome:R-HSA-877297	18031232|10805787|12855578
uniprotkb:P63165	ENSEMBL:ENSG00000116030|ENSEMBL:ENST00000392246|ENSEMBL:ENST00000392244|ENSEMBL:ENST00000392245|ENSEMBL:ENSP00000376075|ENSEMBL:ENSP00000376077|ENSEMBL:ENSP00000376076	-	uniprotkb:O75925	ENSEMBL:ENSG00000033800|ENSEMBL:ENST00000545237|ENSEMBL:ENST00000249636|ENSEMBL:ENSP00000438574|ENSEMBL:ENSP00000249636	-	physical association	reactome:R-HSA-877297	18031232|10805787|12855578
uniprotkb:Q14653	ENSEMBL:ENST00000309877|ENSEMBL:ENST00000599223|ENSEMBL:ENST00000377139|ENSEMBL:ENST00000597198|ENSEMBL:ENST00000596765|ENSEMBL:ENST00000600022|ENSEMBL:ENSG00000126456|ENSEMBL:ENSP00000470512|ENSEMBL:ENSP00000472700|ENSEMBL:ENSP00000310127|ENSEMBL:ENSP00000400378|ENSEMBL:ENSP00000366344|ENSEMBL:ENSP00000471896|ENSEMBL:ENSP00000471358|ENSEMBL:ENSP00000469113|ENSEMBL:ENST00000442265|ENSEMBL:ENST00000601291	-	uniprotkb:Q92793	ENSEMBL:ENSG00000005339|ENSEMBL:ENST00000382070|ENSEMBL:ENST00000262367|ENSEMBL:ENSP00000371502|ENSEMBL:ENSP00000262367	-	physical association	reactome:R-HSA-1027364	10082512|21632562|9541017|9463386
uniprotkb:Q92793	ENSEMBL:ENSG00000005339|ENSEMBL:ENST00000382070|ENSEMBL:ENST00000262367|ENSEMBL:ENSP00000371502|ENSEMBL:ENSP00000262367	-	reactome:R-HSA-9038684	ENSEMBL:ENSG00000171855	-	physical association	reactome:R-HSA-1027359	9541017
uniprotkb:Q9Y5N6	ENSEMBL:ENST00000219097|ENSEMBL:ENSP00000219097|ENSEMBL:ENSG00000091651	-	uniprotkb:O60684	ENSEMBL:ENST00000373625|ENSEMBL:ENSP00000362728|ENSEMBL:ENSG00000025800	-	physical association	reactome:R-HSA-9734684	21555516|21555516
uniprotkb:Q08050	ENSEMBL:ENSG00000111206|ENSEMBL:ENSP00000354492|ENSEMBL:ENSP00000342307|ENSEMBL:ENSP00000352901|ENSEMBL:ENST00000359843|ENSEMBL:ENST00000342628|ENSEMBL:ENST00000361953	-	reactome:R-HSA-4088438	ENSEMBL:ENSG00000117724	-	physical association	reactome:R-HSA-4088442	15654331|15654331
uniprotkb:Q09472	ENSEMBL:ENSG00000100393|ENSEMBL:ENST00000715703|ENSEMBL:ENST00000263253|ENSEMBL:ENSP00000263253|ENSEMBL:ENSP00000520505	-	uniprotkb:Q08050	ENSEMBL:ENSG00000111206|ENSEMBL:ENSP00000354492|ENSEMBL:ENSP00000342307|ENSEMBL:ENSP00000352901|ENSEMBL:ENST00000359843|ENSEMBL:ENST00000342628|ENSEMBL:ENST00000361953	-	physical association	reactome:R-HSA-4088158	23240008|23240008
reactome:R-HSA-4088168	ENSEMBL:ENSG00000164045	-	uniprotkb:Q08050	ENSEMBL:ENSG00000111206|ENSEMBL:ENSP00000354492|ENSEMBL:ENSP00000342307|ENSEMBL:ENSP00000352901|ENSEMBL:ENST00000359843|ENSEMBL:ENST00000342628|ENSEMBL:ENST00000361953	-	physical association	reactome:R-HSA-4088158	23240008|23240008
uniprotkb:P10244	ENSEMBL:ENST00000396863|ENSEMBL:ENST00000217026|ENSEMBL:ENSP00000380072|ENSEMBL:ENSP00000217026|ENSEMBL:ENSG00000101057	-	uniprotkb:Q08050	ENSEMBL:ENSG00000111206|ENSEMBL:ENSP00000354492|ENSEMBL:ENSP00000342307|ENSEMBL:ENSP00000352901|ENSEMBL:ENST00000359843|ENSEMBL:ENST00000342628|ENSEMBL:ENST00000361953	-	physical association	reactome:R-HSA-4088308	22391450|22391450|22391450|23109430
reactome:R-HSA-4088295	ENSEMBL:ENSG00000134057	-	uniprotkb:Q08050	ENSEMBL:ENSG00000111206|ENSEMBL:ENSP00000354492|ENSEMBL:ENSP00000342307|ENSEMBL:ENSP00000352901|ENSEMBL:ENST00000359843|ENSEMBL:ENST00000342628|ENSEMBL:ENST00000361953	-	physical association	reactome:R-HSA-4088308	22391450|22391450|22391450|23109430
reactome:R-HSA-4088295	ENSEMBL:ENSG00000134057	-	uniprotkb:P10244	ENSEMBL:ENST00000396863|ENSEMBL:ENST00000217026|ENSEMBL:ENSP00000380072|ENSEMBL:ENSP00000217026|ENSEMBL:ENSG00000101057	-	physical association	reactome:R-HSA-4088308	22391450|22391450|22391450|23109430
reactome:R-HSA-4088292	ENSEMBL:ENSG00000157456	-	uniprotkb:Q08050	ENSEMBL:ENSG00000111206|ENSEMBL:ENSP00000354492|ENSEMBL:ENSP00000342307|ENSEMBL:ENSP00000352901|ENSEMBL:ENST00000359843|ENSEMBL:ENST00000342628|ENSEMBL:ENST00000361953	-	physical association	reactome:R-HSA-4088297	23109430|23109430
uniprotkb:P10244	ENSEMBL:ENST00000396863|ENSEMBL:ENST00000217026|ENSEMBL:ENSP00000380072|ENSEMBL:ENSP00000217026|ENSEMBL:ENSG00000101057	-	reactome:R-HSA-4088292	ENSEMBL:ENSG00000157456	-	physical association	reactome:R-HSA-4088297	23109430|23109430
uniprotkb:P10244	ENSEMBL:ENST00000396863|ENSEMBL:ENST00000217026|ENSEMBL:ENSP00000380072|ENSEMBL:ENSP00000217026|ENSEMBL:ENSG00000101057	-	uniprotkb:Q08050	ENSEMBL:ENSG00000111206|ENSEMBL:ENSP00000354492|ENSEMBL:ENSP00000342307|ENSEMBL:ENSP00000352901|ENSEMBL:ENST00000359843|ENSEMBL:ENST00000342628|ENSEMBL:ENST00000361953	-	physical association	reactome:R-HSA-4088297	23109430|23109430
reactome:R-HSA-4088289	ENSEMBL:ENSG00000166851	-	uniprotkb:Q08050	ENSEMBL:ENSG00000111206|ENSEMBL:ENSP00000354492|ENSEMBL:ENSP00000342307|ENSEMBL:ENSP00000352901|ENSEMBL:ENST00000359843|ENSEMBL:ENST00000342628|ENSEMBL:ENST00000361953	-	physical association	reactome:R-HSA-4088300	22391450|23109430|22391450|23109430|22391450|22391450|23109430|23109430
uniprotkb:P10244	ENSEMBL:ENST00000396863|ENSEMBL:ENST00000217026|ENSEMBL:ENSP00000380072|ENSEMBL:ENSP00000217026|ENSEMBL:ENSG00000101057	-	reactome:R-HSA-4088289	ENSEMBL:ENSG00000166851	-	physical association	reactome:R-HSA-4088300	22391450|23109430|22391450|23109430|22391450|22391450|23109430|23109430
uniprotkb:P10244	ENSEMBL:ENST00000396863|ENSEMBL:ENST00000217026|ENSEMBL:ENSP00000380072|ENSEMBL:ENSP00000217026|ENSEMBL:ENSG00000101057	-	uniprotkb:Q08050	ENSEMBL:ENSG00000111206|ENSEMBL:ENSP00000354492|ENSEMBL:ENSP00000342307|ENSEMBL:ENSP00000352901|ENSEMBL:ENST00000359843|ENSEMBL:ENST00000342628|ENSEMBL:ENST00000361953	-	physical association	reactome:R-HSA-4088300	22391450|23109430|22391450|23109430|22391450|22391450|23109430|23109430
uniprotkb:Q08050	ENSEMBL:ENSG00000111206|ENSEMBL:ENSP00000354492|ENSEMBL:ENSP00000342307|ENSEMBL:ENSP00000352901|ENSEMBL:ENST00000359843|ENSEMBL:ENST00000342628|ENSEMBL:ENST00000361953	-	uniprotkb:P53350	ENSEMBL:ENSG00000166851|ENSEMBL:ENST00000300093|ENSEMBL:ENSP00000300093	-	physical association	reactome:R-HSA-4088136	19160488|19160488
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	ChEBI:16422	-	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	ChEBI:29117	-	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	reactome:R-HSA-5625768	ENSEMBL:ENSG00000142515	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:P10275	ENSEMBL:ENSG00000169083|ENSEMBL:ENST00000374690|ENSEMBL:ENST00000612452|ENSEMBL:ENST00000504326|ENSEMBL:ENSP00000421155|ENSEMBL:ENSP00000484033|ENSEMBL:ENSP00000363822	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	ChEBI:17347	-	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:Q71DI3	ENSEMBL:ENSG00000183598|ENSEMBL:ENST00000331491|ENSEMBL:ENST00000403683|ENSEMBL:ENST00000369158|ENSEMBL:ENSP00000358154|ENSEMBL:ENSP00000385479|ENSEMBL:ENSP00000333277|ENSEMBL:ENSG00000203811|ENSEMBL:ENSG00000203852	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:Q16512	ENSEMBL:ENSG00000123143|ENSEMBL:ENST00000242783|ENSEMBL:ENST00000342216|ENSEMBL:ENSP00000343325|ENSEMBL:ENSP00000242783	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:P62805	ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000578186|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000355057|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000347168|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000479794|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000273542|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000278705	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:P68431	ENSEMBL:ENSG00000197153|ENSEMBL:ENST00000614911|ENSEMBL:ENST00000685041|ENSEMBL:ENST00000618052|ENSEMBL:ENST00000614378|ENSEMBL:ENST00000621411|ENSEMBL:ENST00000356476|ENSEMBL:ENST00000359303|ENSEMBL:ENST00000612966|ENSEMBL:ENST00000369163|ENSEMBL:ENST00000634733|ENSEMBL:ENST00000616365|ENSEMBL:ENST00000613854|ENSEMBL:ENSP00000509120|ENSEMBL:ENSP00000358160|ENSEMBL:ENSP00000352252|ENSEMBL:ENSP00000480826|ENSEMBL:ENSP00000482271|ENSEMBL:ENSP00000483283|ENSEMBL:ENSP00000484841|ENSEMBL:ENSP00000366999|ENSEMBL:ENSP00000484658|ENSEMBL:ENSP00000484095|ENSEMBL:ENSP00000489282|ENSEMBL:ENSP00000484638|ENSEMBL:ENSG00000275379|ENSEMBL:ENSG00000277775|ENSEMBL:ENSG00000286522|ENSEMBL:ENSG00000197409|ENSEMBL:ENSG00000278828|ENSEMBL:ENSG00000273983|ENSEMBL:ENSG00000287080|ENSEMBL:ENSG00000275714|ENSEMBL:ENSG00000274750	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	ChEBI:16330	-	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	reactome:R-HSA-5625763	ENSEMBL:ENSG00000167751	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:P84243	ENSEMBL:ENSG00000163041|ENSEMBL:ENST00000589599|ENSEMBL:ENST00000366813|ENSEMBL:ENST00000666609|ENSEMBL:ENST00000587560|ENSEMBL:ENST00000254810|ENSEMBL:ENST00000586607|ENSEMBL:ENST00000655399|ENSEMBL:ENST00000366815|ENSEMBL:ENST00000366816|ENSEMBL:ENST00000661429|ENSEMBL:ENSP00000468714|ENSEMBL:ENSP00000355781|ENSEMBL:ENSP00000499385|ENSEMBL:ENSP00000254810|ENSEMBL:ENSP00000465813|ENSEMBL:ENSP00000355780|ENSEMBL:ENSP00000499275|ENSEMBL:ENSP00000466020|ENSEMBL:ENSP00000355778|ENSEMBL:ENSP00000499800|ENSEMBL:ENSG00000132475	-	physical association	reactome:R-HSA-5625850	18066052|18066052
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:P68431	ENSEMBL:ENSG00000197153|ENSEMBL:ENST00000614911|ENSEMBL:ENST00000685041|ENSEMBL:ENST00000618052|ENSEMBL:ENST00000614378|ENSEMBL:ENST00000621411|ENSEMBL:ENST00000356476|ENSEMBL:ENST00000359303|ENSEMBL:ENST00000612966|ENSEMBL:ENST00000369163|ENSEMBL:ENST00000634733|ENSEMBL:ENST00000616365|ENSEMBL:ENST00000613854|ENSEMBL:ENSP00000509120|ENSEMBL:ENSP00000358160|ENSEMBL:ENSP00000352252|ENSEMBL:ENSP00000480826|ENSEMBL:ENSP00000482271|ENSEMBL:ENSP00000483283|ENSEMBL:ENSP00000484841|ENSEMBL:ENSP00000366999|ENSEMBL:ENSP00000484658|ENSEMBL:ENSP00000484095|ENSEMBL:ENSP00000489282|ENSEMBL:ENSP00000484638|ENSEMBL:ENSG00000275379|ENSEMBL:ENSG00000277775|ENSEMBL:ENSG00000286522|ENSEMBL:ENSG00000197409|ENSEMBL:ENSG00000278828|ENSEMBL:ENSG00000273983|ENSEMBL:ENSG00000287080|ENSEMBL:ENSG00000275714|ENSEMBL:ENSG00000274750	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	ChEBI:16422	-	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	reactome:R-HSA-5625768	ENSEMBL:ENSG00000142515	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	ChEBI:16330	-	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	reactome:R-HSA-5625763	ENSEMBL:ENSG00000167751	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:P84243	ENSEMBL:ENSG00000163041|ENSEMBL:ENST00000589599|ENSEMBL:ENST00000366813|ENSEMBL:ENST00000666609|ENSEMBL:ENST00000587560|ENSEMBL:ENST00000254810|ENSEMBL:ENST00000586607|ENSEMBL:ENST00000655399|ENSEMBL:ENST00000366815|ENSEMBL:ENST00000366816|ENSEMBL:ENST00000661429|ENSEMBL:ENSP00000468714|ENSEMBL:ENSP00000355781|ENSEMBL:ENSP00000499385|ENSEMBL:ENSP00000254810|ENSEMBL:ENSP00000465813|ENSEMBL:ENSP00000355780|ENSEMBL:ENSP00000499275|ENSEMBL:ENSP00000466020|ENSEMBL:ENSP00000355778|ENSEMBL:ENSP00000499800|ENSEMBL:ENSG00000132475	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:Q71DI3	ENSEMBL:ENSG00000183598|ENSEMBL:ENST00000331491|ENSEMBL:ENST00000403683|ENSEMBL:ENST00000369158|ENSEMBL:ENSP00000358154|ENSEMBL:ENSP00000385479|ENSEMBL:ENSP00000333277|ENSEMBL:ENSG00000203811|ENSEMBL:ENSG00000203852	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:Q16512	ENSEMBL:ENSG00000123143|ENSEMBL:ENST00000242783|ENSEMBL:ENST00000342216|ENSEMBL:ENSP00000343325|ENSEMBL:ENSP00000242783	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	ChEBI:17347	-	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:P62805	ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000578186|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000355057|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000347168|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000479794|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000273542|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000278705	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	uniprotkb:P10275	ENSEMBL:ENSG00000169083|ENSEMBL:ENST00000374690|ENSEMBL:ENST00000612452|ENSEMBL:ENST00000504326|ENSEMBL:ENSP00000421155|ENSEMBL:ENSP00000484033|ENSEMBL:ENSP00000363822	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
uniprotkb:O60341	ENSEMBL:ENSG00000004487|ENSEMBL:ENST00000356634|ENSEMBL:ENST00000400181|ENSEMBL:ENSP00000383042|ENSEMBL:ENSP00000349049	-	ChEBI:29117	-	-	physical association	reactome:R-HSA-5625863	18066052|18066052|18066052|16079795
