tad,genelist
1123|chr17|31400000|32450000,RAB11FIP4|Ensembl:ENSG00000131242|HGNC:RAB11FIP4;COPRS|Ensembl:ENSG00000172301|HGNC:COPRS;UTP6|Ensembl:ENSG00000108651|HGNC:UTP6;SUZ12|Ensembl:ENSG00000178691|HGNC:SUZ12;LRRC37B|Ensembl:ENSG00000185158|HGNC:LRRC37B;RHOT1|Ensembl:ENSG00000126858|HGNC:RHOT1;RHBDL3|Ensembl:ENSG00000141314|HGNC:RHBDL3;C17orf75|Ensembl:ENSG00000108666|HGNC:C17orf75;ZNF207|Ensembl:ENSG00000010244|HGNC:ZNF207;PSMD11|Ensembl:ENSG00000108671|HGNC:PSMD11
1124|chr17|32450000|33000000,PSMD11|Ensembl:ENSG00000108671|HGNC:PSMD11;CDK5R1|Ensembl:ENSG00000176749|HGNC:CDK5R1;MYO1D|Ensembl:ENSG00000176658|HGNC:MYO1D;TMEM98|Ensembl:ENSG00000006042|HGNC:TMEM98;SPACA3|Ensembl:ENSG00000141316|HGNC:SPACA3
1133|chr17|39200000|39550000,RPL19|Ensembl:ENSG00000108298|HGNC:RPL19;STAC2|Ensembl:ENSG00000141750|HGNC:STAC2;FBXL20|Ensembl:ENSG00000108306|HGNC:FBXL20;MED1|Ensembl:ENSG00000125686|HGNC:MED1;CDK12|Ensembl:ENSG00000167258|HGNC:CDK12
1138|chr17|42550000|43350000,HSD17B1|Ensembl:ENSG00000108786|HGNC:HSD17B1;COASY|Ensembl:ENSG00000068120|HGNC:COASY;MLX|Ensembl:ENSG00000108788|HGNC:MLX;PSMC3IP|Ensembl:ENSG00000131470|HGNC:PSMC3IP;RETREG3|Ensembl:ENSG00000141699|HGNC:RETREG3;TUBG1|Ensembl:ENSG00000131462|HGNC:TUBG1;TUBG2|Ensembl:ENSG00000037042|HGNC:TUBG2;PLEKHH3|Ensembl:ENSG00000068137|HGNC:PLEKHH3;CCR10|Ensembl:ENSG00000184451|HGNC:CCR10;CNTNAP1|Ensembl:ENSG00000108797|HGNC:CNTNAP1;EZH1|Ensembl:ENSG00000108799|HGNC:EZH1;RAMP2|Ensembl:ENSG00000131477|HGNC:RAMP2;VPS25|Ensembl:ENSG00000131475|HGNC:VPS25;WNK4|Ensembl:ENSG00000126562|HGNC:WNK4;COA3|Ensembl:ENSG00000183978|HGNC:COA3;CNTD1|Ensembl:ENSG00000176563|HGNC:CNTD1;BECN1|Ensembl:ENSG00000126581|HGNC:BECN1;PSME3|Ensembl:ENSG00000131467|HGNC:PSME3;AOC2|Ensembl:ENSG00000131480|HGNC:AOC2;AOC3|Ensembl:ENSG00000131471|HGNC:AOC3;G6PC|Ensembl:ENSG00000131482|HGNC:G6PC;AARSD1|Ensembl:ENSG00000266967|HGNC:AARSD1;PTGES3L-AARSD1|Ensembl:ENSG00000108825|HGNC:PTGES3L-AARSD1;PTGES3L|Ensembl:ENSG00000267060|HGNC:PTGES3L;RUNDC1|Ensembl:ENSG00000198863|HGNC:RUNDC1;RPL27|Ensembl:ENSG00000131469|HGNC:RPL27;IFI35|Ensembl:ENSG00000068079|HGNC:IFI35;VAT1|Ensembl:ENSG00000108828|HGNC:VAT1;RND2|Ensembl:ENSG00000108830|HGNC:RND2;BRCA1|Ensembl:ENSG00000012048|HGNC:BRCA1;NBR1|Ensembl:ENSG00000188554|HGNC:NBR1;TMEM106A|Ensembl:ENSG00000184988|HGNC:TMEM106A;CCDC200|Ensembl:ENSG00000236383|HGNC:CCDC200
1151|chr17|50500000|51250000,MYCBPAP|Ensembl:ENSG00000136449|HGNC:MYCBPAP;EPN3|Ensembl:ENSG00000049283|HGNC:EPN3;SPATA20|Ensembl:ENSG00000006282|HGNC:SPATA20;CACNA1G|Ensembl:ENSG00000006283|HGNC:CACNA1G;ABCC3|Ensembl:ENSG00000108846|HGNC:ABCC3;ANKRD40|Ensembl:ENSG00000154945|HGNC:ANKRD40;LUC7L3|Ensembl:ENSG00000108848|HGNC:LUC7L3;ANKRD40CL|Ensembl:ENSG00000167117|HGNC:ANKRD40CL;WFIKKN2|Ensembl:ENSG00000173714|HGNC:WFIKKN2;TOB1|Ensembl:ENSG00000141232|HGNC:TOB1;SPAG9|Ensembl:ENSG00000008294|HGNC:SPAG9;NME1|Ensembl:ENSG00000239672|HGNC:NME1;NME1-NME2|Ensembl:ENSG00000011052|HGNC:NME1-NME2;NME2|Ensembl:ENSG00000243678|HGNC:NME2;MBTD1|Ensembl:ENSG00000011258|HGNC:MBTD1
1182|chr17|76550000|76750000,CYGB|Ensembl:ENSG00000161544|HGNC:CYGB;PRCD|Ensembl:ENSG00000214140|HGNC:PRCD;ST6GALNAC2|Ensembl:ENSG00000070731|HGNC:ST6GALNAC2;ST6GALNAC1|Ensembl:ENSG00000070526|HGNC:ST6GALNAC1;MXRA7|Ensembl:ENSG00000182534|HGNC:MXRA7;JMJD6|Ensembl:ENSG00000070495|HGNC:JMJD6;METTL23|Ensembl:ENSG00000181038|HGNC:METTL23;SRSF2|Ensembl:ENSG00000161547|HGNC:SRSF2;MFSD11|Ensembl:ENSG00000092931|HGNC:MFSD11
1263|chr19|300000|1250000,MIER2|Ensembl:ENSG00000105556|HGNC:MIER2;THEG|Ensembl:ENSG00000105549|HGNC:THEG;C2CD4C|Ensembl:ENSG00000183186|HGNC:C2CD4C;SHC2|Ensembl:ENSG00000129946|HGNC:SHC2;ODF3L2|Ensembl:ENSG00000181781|HGNC:ODF3L2;MADCAM1|Ensembl:ENSG00000099866|HGNC:MADCAM1;TPGS1|Ensembl:ENSG00000141933|HGNC:TPGS1;CDC34|Ensembl:ENSG00000099804|HGNC:CDC34;GZMM|Ensembl:ENSG00000197540|HGNC:GZMM;BSG|Ensembl:ENSG00000172270|HGNC:BSG;HCN2|Ensembl:ENSG00000099822|HGNC:HCN2;POLRMT|Ensembl:ENSG00000099821|HGNC:POLRMT;FGF22|Ensembl:ENSG00000070388|HGNC:FGF22;RNF126|Ensembl:ENSG00000070423|HGNC:RNF126;FSTL3|Ensembl:ENSG00000070404|HGNC:FSTL3;PRSS57|Ensembl:ENSG00000185198|HGNC:PRSS57;PALM|Ensembl:ENSG00000099864|HGNC:PALM;MISP|Ensembl:ENSG00000099812|HGNC:MISP;PTBP1|Ensembl:ENSG00000011304|HGNC:PTBP1;PLPPR3|Ensembl:ENSG00000129951|HGNC:PLPPR3;AZU1|Ensembl:ENSG00000172232|HGNC:AZU1;PRTN3|Ensembl:ENSG00000196415|HGNC:PRTN3;ELANE|Ensembl:ENSG00000197561|HGNC:ELANE;CFD|Ensembl:ENSG00000197766|HGNC:CFD;MED16|Ensembl:ENSG00000175221|HGNC:MED16;R3HDM4|Ensembl:ENSG00000198858|HGNC:R3HDM4;KISS1R|Ensembl:ENSG00000116014|HGNC:KISS1R;ARID3A|Ensembl:ENSG00000116017|HGNC:ARID3A;WDR18|Ensembl:ENSG00000065268|HGNC:WDR18;GRIN3B|Ensembl:ENSG00000116032|HGNC:GRIN3B;TMEM259|Ensembl:ENSG00000182087|HGNC:TMEM259;CNN2|Ensembl:ENSG00000064666|HGNC:CNN2;ABCA7|Ensembl:ENSG00000064687|HGNC:ABCA7;ARHGAP45|Ensembl:ENSG00000180448|HGNC:ARHGAP45;POLR2E|Ensembl:ENSG00000099817|HGNC:POLR2E;GPX4|Ensembl:ENSG00000167468|HGNC:GPX4;SBNO2|Ensembl:ENSG00000064932|HGNC:SBNO2;STK11|Ensembl:ENSG00000118046|HGNC:STK11;CBARP|Ensembl:ENSG00000099625|HGNC:CBARP;ATP5F1D|Ensembl:ENSG00000099624|HGNC:ATP5F1D;MIDN|Ensembl:ENSG00000167470|HGNC:MIDN
1270|chr19|3700000|4300000,PIP5K1C|Ensembl:ENSG00000186111|HGNC:PIP5K1C;TJP3|Ensembl:ENSG00000105289|HGNC:TJP3;APBA3|Ensembl:ENSG00000011132|HGNC:APBA3;MRPL54|Ensembl:ENSG00000183617|HGNC:MRPL54;RAX2|Ensembl:ENSG00000173976|HGNC:RAX2;MATK|Ensembl:ENSG00000007264|HGNC:MATK;ZFR2|Ensembl:ENSG00000105278|HGNC:ZFR2;ATCAY|Ensembl:ENSG00000167654|HGNC:ATCAY;NMRK2|Ensembl:ENSG00000077009|HGNC:NMRK2;DAPK3|Ensembl:ENSG00000167657|HGNC:DAPK3;EEF2|Ensembl:ENSG00000167658|HGNC:EEF2;PIAS4|Ensembl:ENSG00000105229|HGNC:PIAS4;ZBTB7A|Ensembl:ENSG00000178951|HGNC:ZBTB7A;MAP2K2|Ensembl:ENSG00000126934|HGNC:MAP2K2;CREB3L3|Ensembl:ENSG00000060566|HGNC:CREB3L3;SIRT6|Ensembl:ENSG00000077463|HGNC:SIRT6;ANKRD24|Ensembl:ENSG00000089847|HGNC:ANKRD24;EBI3|Ensembl:ENSG00000105246|HGNC:EBI3;YJU2|Ensembl:ENSG00000105248|HGNC:YJU2;SHD|Ensembl:ENSG00000105251|HGNC:SHD;TMIGD2|Ensembl:ENSG00000167664|HGNC:TMIGD2
1275|chr19|8300000|8550000,CD320|Ensembl:ENSG00000167775|HGNC:CD320;NDUFA7|Ensembl:ENSG00000267855|HGNC:NDUFA7;RPS28|Ensembl:ENSG00000233927|HGNC:RPS28;KANK3|Ensembl:ENSG00000186994|HGNC:KANK3;ANGPTL4|Ensembl:ENSG00000167772|HGNC:ANGPTL4;RAB11B|Ensembl:ENSG00000185236|HGNC:RAB11B;MARCHF2|Ensembl:ENSG00000099785|HGNC:MARCHF2;HNRNPM|Ensembl:ENSG00000099783|HGNC:HNRNPM;PRAM1|Ensembl:ENSG00000133246|HGNC:PRAM1;ZNF414|Ensembl:ENSG00000133250|HGNC:ZNF414;MYO1F|Ensembl:ENSG00000142347|HGNC:MYO1F
1288|chr19|17350000|18400000,PLVAP|Ensembl:ENSG00000130300|HGNC:PLVAP;CCDC194|Ensembl:ENSG00000269720|HGNC:CCDC194;BST2|Ensembl:ENSG00000130303|HGNC:BST2;MVB12A|Ensembl:ENSG00000141971|HGNC:MVB12A;TMEM221|Ensembl:ENSG00000188051|HGNC:TMEM221;NXNL1|Ensembl:ENSG00000171773|HGNC:NXNL1;SLC27A1|Ensembl:ENSG00000130304|HGNC:SLC27A1;PGLS|Ensembl:ENSG00000130313|HGNC:PGLS;NIBAN3|Ensembl:ENSG00000167483|HGNC:NIBAN3;COLGALT1|Ensembl:ENSG00000130309|HGNC:COLGALT1;UNC13A|Ensembl:ENSG00000130477|HGNC:UNC13A;MAP1S|Ensembl:ENSG00000130479|HGNC:MAP1S;FCHO1|Ensembl:ENSG00000130475|HGNC:FCHO1;B3GNT3|Ensembl:ENSG00000179913|HGNC:B3GNT3;INSL3|Ensembl:ENSG00000248099|HGNC:INSL3;JAK3|Ensembl:ENSG00000105639|HGNC:JAK3;RPL18A|Ensembl:ENSG00000105640|HGNC:RPL18A;SLC5A5|Ensembl:ENSG00000105641|HGNC:SLC5A5;CCDC124|Ensembl:ENSG00000007080|HGNC:CCDC124;KCNN1|Ensembl:ENSG00000105642|HGNC:KCNN1;ARRDC2|Ensembl:ENSG00000105643|HGNC:ARRDC2;IL12RB1|Ensembl:ENSG00000096996|HGNC:IL12RB1;MAST3|Ensembl:ENSG00000099308|HGNC:MAST3;PIK3R2|Ensembl:ENSG00000105647|HGNC:PIK3R2;IFI30|Ensembl:ENSG00000216490|HGNC:IFI30;MPV17L2|Ensembl:ENSG00000254858|HGNC:MPV17L2;RAB3A|Ensembl:ENSG00000105649|HGNC:RAB3A;PDE4C|Ensembl:ENSG00000105650|HGNC:PDE4C;IQCN|Ensembl:ENSG00000130518|HGNC:IQCN;JUND|Ensembl:ENSG00000130522|HGNC:JUND;LSM4|Ensembl:ENSG00000130520|HGNC:LSM4;PGPEP1|Ensembl:ENSG00000130517|HGNC:PGPEP1;GDF15|Ensembl:ENSG00000130513|HGNC:GDF15;LRRC25|Ensembl:ENSG00000175489|HGNC:LRRC25
1289|chr19|18450000|19500000,ELL|Ensembl:ENSG00000105656|HGNC:ELL;FKBP8|Ensembl:ENSG00000105701|HGNC:FKBP8;KXD1|Ensembl:ENSG00000105700|HGNC:KXD1;UBA52|Ensembl:ENSG00000221983|HGNC:UBA52;CRLF1|Ensembl:ENSG00000006016|HGNC:CRLF1;REX1BD|Ensembl:ENSG00000006015|HGNC:REX1BD;TMEM59L|Ensembl:ENSG00000105696|HGNC:TMEM59L;KLHL26|Ensembl:ENSG00000167487|HGNC:KLHL26;CRTC1|Ensembl:ENSG00000105662|HGNC:CRTC1;COMP|Ensembl:ENSG00000105664|HGNC:COMP;UPF1|Ensembl:ENSG00000005007|HGNC:UPF1;GDF1|Ensembl:ENSG00000130283|HGNC:GDF1;CERS1|Ensembl:ENSG00000223802|HGNC:CERS1;COPE|Ensembl:ENSG00000105669|HGNC:COPE;DDX49|Ensembl:ENSG00000105671|HGNC:DDX49;HOMER3|Ensembl:ENSG00000051128|HGNC:HOMER3;SUGP2|Ensembl:ENSG00000064607|HGNC:SUGP2;ARMC6|Ensembl:ENSG00000105676|HGNC:ARMC6;SLC25A42|Ensembl:ENSG00000181035|HGNC:SLC25A42;TMEM161A|Ensembl:ENSG00000064545|HGNC:TMEM161A;MEF2B|Ensembl:ENSG00000213999|HGNC:MEF2B;BORCS8-MEF2B|Ensembl:ENSG00000064489|HGNC:BORCS8-MEF2B;BORCS8|Ensembl:ENSG00000254901|HGNC:BORCS8;RFXANK|Ensembl:ENSG00000064490|HGNC:RFXANK;NR2C2AP|Ensembl:ENSG00000184162|HGNC:NR2C2AP;NCAN|Ensembl:ENSG00000130287|HGNC:NCAN;HAPLN4|Ensembl:ENSG00000187664|HGNC:HAPLN4;TM6SF2|Ensembl:ENSG00000213996|HGNC:TM6SF2;SUGP1|Ensembl:ENSG00000105705|HGNC:SUGP1;MAU2|Ensembl:ENSG00000129933|HGNC:MAU2;GATAD2A|Ensembl:ENSG00000167491|HGNC:GATAD2A
1301|chr19|39000000|39400000,FBXO27|Ensembl:ENSG00000161243|HGNC:FBXO27;ACP7|Ensembl:ENSG00000183760|HGNC:ACP7;PAK4|Ensembl:ENSG00000130669|HGNC:PAK4;NCCRP1|Ensembl:ENSG00000188505|HGNC:NCCRP1;SYCN|Ensembl:ENSG00000179751|HGNC:SYCN;IFNL3|Ensembl:ENSG00000197110|HGNC:IFNL3;IFNL2|Ensembl:ENSG00000183709|HGNC:IFNL2;IFNL1|Ensembl:ENSG00000182393|HGNC:IFNL1;LRFN1|Ensembl:ENSG00000128011|HGNC:LRFN1;GMFG|Ensembl:ENSG00000130755|HGNC:GMFG;SAMD4B|Ensembl:ENSG00000179134|HGNC:SAMD4B;PAF1|Ensembl:ENSG00000006712|HGNC:PAF1;MED29|Ensembl:ENSG00000063322|HGNC:MED29
1305|chr19|42100000|42450000,POU2F2|Ensembl:ENSG00000028277|HGNC:POU2F2;DEDD2|Ensembl:ENSG00000160570|HGNC:DEDD2;ZNF526|Ensembl:ENSG00000167625|HGNC:ZNF526;GSK3A|Ensembl:ENSG00000105723|HGNC:GSK3A;ERF|Ensembl:ENSG00000105722|HGNC:ERF;CIC|Ensembl:ENSG00000079432|HGNC:CIC;PAFAH1B3|Ensembl:ENSG00000079462|HGNC:PAFAH1B3;PRR19|Ensembl:ENSG00000188368|HGNC:PRR19;TMEM145|Ensembl:ENSG00000167619|HGNC:TMEM145;MEGF8|Ensembl:ENSG00000105429|HGNC:MEGF8;CNFN|Ensembl:ENSG00000105427|HGNC:CNFN;LIPE|Ensembl:ENSG00000079435|HGNC:LIPE;CXCL17|Ensembl:ENSG00000189377|HGNC:CXCL17
1316|chr19|49000000|49900000,RUVBL2|Ensembl:ENSG00000183207|HGNC:RUVBL2;LHB|Ensembl:ENSG00000104826|HGNC:LHB;CGB3|Ensembl:ENSG00000104827|HGNC:CGB3;CGB2|Ensembl:ENSG00000104818|HGNC:CGB2;CGB1|Ensembl:ENSG00000267631|HGNC:CGB1;CGB5|Ensembl:ENSG00000189052|HGNC:CGB5;CGB8|Ensembl:ENSG00000213030|HGNC:CGB8;CGB7|Ensembl:ENSG00000196337|HGNC:CGB7;NTF4|Ensembl:ENSG00000225950|HGNC:NTF4;KCNA7|Ensembl:ENSG00000104848|HGNC:KCNA7;SNRNP70|Ensembl:ENSG00000104852|HGNC:SNRNP70;LIN7B|Ensembl:ENSG00000104863|HGNC:LIN7B;C19orf73|Ensembl:ENSG00000221916|HGNC:C19orf73;PPFIA3|Ensembl:ENSG00000177380|HGNC:PPFIA3;HRC|Ensembl:ENSG00000130528|HGNC:HRC;TRPM4|Ensembl:ENSG00000130529|HGNC:TRPM4;SLC6A16|Ensembl:ENSG00000063127|HGNC:SLC6A16;CD37|Ensembl:ENSG00000104894|HGNC:CD37;TEAD2|Ensembl:ENSG00000074219|HGNC:TEAD2;DKKL1|Ensembl:ENSG00000104901|HGNC:DKKL1;KASH5|Ensembl:ENSG00000161609|HGNC:KASH5;PTH2|Ensembl:ENSG00000142538|HGNC:PTH2;GFY|Ensembl:ENSG00000261949|HGNC:GFY;SLC17A7|Ensembl:ENSG00000104888|HGNC:SLC17A7;PIH1D1|Ensembl:ENSG00000104872|HGNC:PIH1D1;ALDH16A1|Ensembl:ENSG00000161618|HGNC:ALDH16A1;FLT3LG|Ensembl:ENSG00000090554|HGNC:FLT3LG;RPL13A|Ensembl:ENSG00000142541|HGNC:RPL13A;RPS11|Ensembl:ENSG00000142534|HGNC:RPS11;FCGRT|Ensembl:ENSG00000104870|HGNC:FCGRT;RCN3|Ensembl:ENSG00000142552|HGNC:RCN3;NOSIP|Ensembl:ENSG00000142546|HGNC:NOSIP;PRRG2|Ensembl:ENSG00000126460|HGNC:PRRG2;PRR12|Ensembl:ENSG00000126464|HGNC:PRR12;RRAS|Ensembl:ENSG00000126458|HGNC:RRAS;SCAF1|Ensembl:ENSG00000126461|HGNC:SCAF1;IRF3|Ensembl:ENSG00000126456|HGNC:IRF3;BCL2L12|Ensembl:ENSG00000126453|HGNC:BCL2L12;PRMT1|Ensembl:ENSG00000126457|HGNC:PRMT1;ADM5|Ensembl:ENSG00000224420|HGNC:ADM5;CPT1C|Ensembl:ENSG00000169169|HGNC:CPT1C;TSKS|Ensembl:ENSG00000126467|HGNC:TSKS;AP2A1|Ensembl:ENSG00000196961|HGNC:AP2A1;FUZ|Ensembl:ENSG00000010361|HGNC:FUZ;MED25|Ensembl:ENSG00000104973|HGNC:MED25;PTOV1|Ensembl:ENSG00000104960|HGNC:PTOV1;PNKP|Ensembl:ENSG00000039650|HGNC:PNKP;AKT1S1|Ensembl:ENSG00000204673|HGNC:AKT1S1;TBC1D17|Ensembl:ENSG00000104946|HGNC:TBC1D17;IL4I1|Ensembl:ENSG00000104951|HGNC:IL4I1
1337|chr2|10100000|10700000,RRM2|Ensembl:ENSG00000171848|HGNC:RRM2;HPCAL1|Ensembl:ENSG00000115756|HGNC:HPCAL1;ODC1|Ensembl:ENSG00000115758|HGNC:ODC1;NOL10|Ensembl:ENSG00000115761|HGNC:NOL10
1364|chr2|36800000|37100000,VIT|Ensembl:ENSG00000205221|HGNC:VIT;STRN|Ensembl:ENSG00000115808|HGNC:STRN;HEATR5B|Ensembl:ENSG00000008869|HGNC:HEATR5B;GPATCH11|Ensembl:ENSG00000152133|HGNC:GPATCH11;EIF2AK2|Ensembl:ENSG00000055332|HGNC:EIF2AK2
1365|chr2|37100000|37900000,EIF2AK2|Ensembl:ENSG00000055332|HGNC:EIF2AK2;SULT6B1|Ensembl:ENSG00000138068|HGNC:SULT6B1;CEBPZOS|Ensembl:ENSG00000218739|HGNC:CEBPZOS;CEBPZ|Ensembl:ENSG00000115816|HGNC:CEBPZ;NDUFAF7|Ensembl:ENSG00000003509|HGNC:NDUFAF7;PRKD3|Ensembl:ENSG00000115825|HGNC:PRKD3;QPCT|Ensembl:ENSG00000115828|HGNC:QPCT;CDC42EP3|Ensembl:ENSG00000163171|HGNC:CDC42EP3
1401|chr2|69900000|70300000,SNRNP27|Ensembl:ENSG00000124380|HGNC:SNRNP27;MXD1|Ensembl:ENSG00000059728|HGNC:MXD1;ASPRV1|Ensembl:ENSG00000244617|HGNC:ASPRV1;PCBP1|Ensembl:ENSG00000169564|HGNC:PCBP1;C2orf42|Ensembl:ENSG00000115998|HGNC:C2orf42;TIA1|Ensembl:ENSG00000116001|HGNC:TIA1;PCYOX1|Ensembl:ENSG00000116005|HGNC:PCYOX1;SNRPG|Ensembl:ENSG00000143977|HGNC:SNRPG;FAM136A|Ensembl:ENSG00000035141|HGNC:FAM136A
1413|chr2|84450000|84950000,SUCLG1|Ensembl:ENSG00000163541|HGNC:SUCLG1;DNAH6|Ensembl:ENSG00000115423|HGNC:DNAH6;TRABD2A|Ensembl:ENSG00000186854|HGNC:TRABD2A;TMSB10|Ensembl:ENSG00000034510|HGNC:TMSB10
1464|chr2|134950000|135900000,CCNT2|Ensembl:ENSG00000082258|HGNC:CCNT2;MAP3K19|Ensembl:ENSG00000176601|HGNC:MAP3K19;RAB3GAP1|Ensembl:ENSG00000115839|HGNC:RAB3GAP1;ZRANB3|Ensembl:ENSG00000121988|HGNC:ZRANB3;R3HDM1|Ensembl:ENSG00000048991|HGNC:R3HDM1;UBXN4|Ensembl:ENSG00000144224|HGNC:UBXN4;LCT|Ensembl:ENSG00000115850|HGNC:LCT;MCM6|Ensembl:ENSG00000076003|HGNC:MCM6
1524|chr2|196800000|197500000,C2orf66|Ensembl:ENSG00000187944|HGNC:C2orf66;PGAP1|Ensembl:ENSG00000197121|HGNC:PGAP1;ANKRD44|Ensembl:ENSG00000065413|HGNC:ANKRD44;SF3B1|Ensembl:ENSG00000115524|HGNC:SF3B1;COQ10B|Ensembl:ENSG00000115520|HGNC:COQ10B;HSPD1|Ensembl:ENSG00000144381|HGNC:HSPD1
1530|chr2|200900000|201250000,NIF3L1|Ensembl:ENSG00000196290|HGNC:NIF3L1;ORC2|Ensembl:ENSG00000115942|HGNC:ORC2;FAM126B|Ensembl:ENSG00000155744|HGNC:FAM126B;NDUFB3|Ensembl:ENSG00000119013|HGNC:NDUFB3;CFLAR|Ensembl:ENSG00000003402|HGNC:CFLAR;CASP10|Ensembl:ENSG00000003400|HGNC:CASP10;CASP8|Ensembl:ENSG00000064012|HGNC:CASP8
1532|chr2|201750000|202300000,ALS2|Ensembl:ENSG00000003393|HGNC:ALS2;CDK15|Ensembl:ENSG00000138395|HGNC:CDK15;FZD7|Ensembl:ENSG00000155760|HGNC:FZD7;KIAA2012|Ensembl:ENSG00000182329|HGNC:KIAA2012;SUMO1|Ensembl:ENSG00000116030|HGNC:SUMO1;NOP58|Ensembl:ENSG00000055044|HGNC:NOP58
1533|chr2|202300000|202550000,NOP58|Ensembl:ENSG00000055044|HGNC:NOP58;BMPR2|Ensembl:ENSG00000204217|HGNC:BMPR2
1544|chr2|212600000|213250000,IKZF2|Ensembl:ENSG00000030419|HGNC:IKZF2
1563|chr2|231500000|232500000,NMUR1|Ensembl:ENSG00000171596|HGNC:NMUR1;TEX44|Ensembl:ENSG00000177673|HGNC:TEX44;PTMA|Ensembl:ENSG00000187514|HGNC:PTMA;PDE6D|Ensembl:ENSG00000156973|HGNC:PDE6D;COPS7B|Ensembl:ENSG00000144524|HGNC:COPS7B;NPPC|Ensembl:ENSG00000163273|HGNC:NPPC;DIS3L2|Ensembl:ENSG00000144535|HGNC:DIS3L2;ALPP|Ensembl:ENSG00000163283|HGNC:ALPP;ALPG|Ensembl:ENSG00000163286|HGNC:ALPG;ALPI|Ensembl:ENSG00000163295|HGNC:ALPI;ECEL1|Ensembl:ENSG00000171551|HGNC:ECEL1
1564|chr2|233450000|233850000,DGKD|Ensembl:ENSG00000077044|HGNC:DGKD;USP40|Ensembl:ENSG00000085982|HGNC:USP40;UGT1A8|Ensembl:ENSG00000242366|HGNC:UGT1A8;UGT1A10|Ensembl:ENSG00000242515|HGNC:UGT1A10;UGT1A9|Ensembl:ENSG00000241119|HGNC:UGT1A9;UGT1A7|Ensembl:ENSG00000244122|HGNC:UGT1A7;UGT1A6|Ensembl:ENSG00000167165|HGNC:UGT1A6;UGT1A5|Ensembl:ENSG00000240224|HGNC:UGT1A5;UGT1A4|Ensembl:ENSG00000244474|HGNC:UGT1A4;UGT1A3|Ensembl:ENSG00000243135|HGNC:UGT1A3;UGT1A1|Ensembl:ENSG00000241635|HGNC:UGT1A1;MROH2A|Ensembl:ENSG00000185038|HGNC:MROH2A;HJURP|Ensembl:ENSG00000123485|HGNC:HJURP
1565|chr2|233850000|234550000,HJURP|Ensembl:ENSG00000123485|HGNC:HJURP;TRPM8|Ensembl:ENSG00000144481|HGNC:TRPM8;SPP2|Ensembl:ENSG00000072080|HGNC:SPP2;ARL4C|Ensembl:ENSG00000188042|HGNC:ARL4C
1582|chr20|4750000|5250000,RASSF2|Ensembl:ENSG00000101265|HGNC:RASSF2;SLC23A2|Ensembl:ENSG00000089057|HGNC:SLC23A2;TMEM230|Ensembl:ENSG00000089063|HGNC:TMEM230;PCNA|Ensembl:ENSG00000132646|HGNC:PCNA;CDS2|Ensembl:ENSG00000101290|HGNC:CDS2
1615|chr20|35500000|35950000,CEP250|Ensembl:ENSG00000126001|HGNC:CEP250;C20orf173|Ensembl:ENSG00000125975|HGNC:C20orf173;ERGIC3|Ensembl:ENSG00000125991|HGNC:ERGIC3;SPAG4|Ensembl:ENSG00000061656|HGNC:SPAG4;CPNE1|Ensembl:ENSG00000214078|HGNC:CPNE1;RBM12|Ensembl:ENSG00000244462|HGNC:RBM12;NFS1|Ensembl:ENSG00000244005|HGNC:NFS1;ROMO1|Ensembl:ENSG00000125995|HGNC:ROMO1;RBM39|Ensembl:ENSG00000131051|HGNC:RBM39;PHF20|Ensembl:ENSG00000025293|HGNC:PHF20
1624|chr20|43450000|44200000,SRSF6|Ensembl:ENSG00000124193|HGNC:SRSF6;L3MBTL1|Ensembl:ENSG00000185513|HGNC:L3MBTL1;SGK2|Ensembl:ENSG00000101049|HGNC:SGK2;IFT52|Ensembl:ENSG00000101052|HGNC:IFT52;MYBL2|Ensembl:ENSG00000101057|HGNC:MYBL2;GTSF1L|Ensembl:ENSG00000124196|HGNC:GTSF1L;TOX2|Ensembl:ENSG00000124191|HGNC:TOX2;JPH2|Ensembl:ENSG00000149596|HGNC:JPH2;OSER1|Ensembl:ENSG00000132823|HGNC:OSER1
1672|chr21|31650000|32250000,SOD1|Ensembl:ENSG00000142168|HGNC:SOD1;SCAF4|Ensembl:ENSG00000156304|HGNC:SCAF4;HUNK|Ensembl:ENSG00000142149|HGNC:HUNK
1679|chr21|36400000|37000000,CHAF1B|Ensembl:ENSG00000159259|HGNC:CHAF1B;CLDN14|Ensembl:ENSG00000159261|HGNC:CLDN14;SIM2|Ensembl:ENSG00000159263|HGNC:SIM2;HLCS|Ensembl:ENSG00000159267|HGNC:HLCS
1682|chr21|38450000|39500000,ERG|Ensembl:ENSG00000157554|HGNC:ERG;ETS2|Ensembl:ENSG00000157557|HGNC:ETS2;PSMG1|Ensembl:ENSG00000183527|HGNC:PSMG1;BRWD1|Ensembl:ENSG00000185658|HGNC:BRWD1;HMGN1|Ensembl:ENSG00000205581|HGNC:HMGN1;GET1|Ensembl:ENSG00000182093|HGNC:GET1;GET1-SH3BGR|Ensembl:ENSG00000285815|HGNC:GET1-SH3BGR;LCA5L|Ensembl:ENSG00000157578|HGNC:LCA5L;SH3BGR|Ensembl:ENSG00000185437|HGNC:SH3BGR
