chr|end|id|source|source_url|start|taxon_id
chr3R|8265024|CHR3R_8264965_8265024_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8264965|7227
chr3R|8269934|CHR3R_8269875_8269934_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8269875|7227
chr3R|8278062|CHR3R_8278003_8278062_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8278003|7227
chr3R|8287980|CHR3R_8287921_8287980_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8287921|7227
chr3R|8290620|CHR3R_8290561_8290620_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8290561|7227
chr3R|8291253|CHR3R_8291194_8291253_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8291194|7227
chr3R|8292361|CHR3R_8292302_8292361_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8292302|7227
chr3R|8301059|CHR3R_8301000_8301059_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8301000|7227
chr3R|8301456|CHR3R_8301397_8301456_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8301397|7227
chr3R|8304060|CHR3R_8304001_8304060_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8304001|7227
chr3R|8305298|CHR3R_8305239_8305298_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8305239|7227
chr3R|8308683|CHR3R_8308624_8308683_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8308624|7227
chr3R|8310826|CHR3R_8310767_8310826_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8310767|7227
chr3R|8312175|CHR3R_8312116_8312175_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8312116|7227
chr3R|8312196|CHR3R_8312137_8312196_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8312137|7227
chr3R|8313224|CHR3R_8313165_8313224_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8313165|7227
chr3R|8316568|CHR3R_8316509_8316568_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8316509|7227
chr3R|8317625|CHR3R_8317566_8317625_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8317566|7227
chr3R|8324329|CHR3R_8324270_8324329_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8324270|7227
chr3R|8333841|CHR3R_8333782_8333841_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8333782|7227
chr3R|8341047|CHR3R_8340988_8341047_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8340988|7227
chr3R|8343560|CHR3R_8343501_8343560_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8343501|7227
chr3R|8343702|CHR3R_8343643_8343702_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8343643|7227
chr3R|8344428|CHR3R_8344369_8344428_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8344369|7227
chr3R|8347585|CHR3R_8347526_8347585_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8347526|7227
chr3R|8347700|CHR3R_8347641_8347700_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8347641|7227
chr3R|8349876|CHR3R_8349817_8349876_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8349817|7227
chr3R|8357003|CHR3R_8356944_8357003_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8356944|7227
chr3R|8357345|CHR3R_8357286_8357345_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8357286|7227
chr3R|8358334|CHR3R_8358275_8358334_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8358275|7227
chr3R|8362613|CHR3R_8362554_8362613_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8362554|7227
chr3R|8362824|CHR3R_8362765_8362824_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8362765|7227
chr3R|8420659|CHR3R_8420600_8420659_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8420600|7227
chr3R|8477663|CHR3R_8477604_8477663_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8477604|7227
chr3R|8517900|CHR3R_8517841_8517900_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8517841|7227
chr3R|8519042|CHR3R_8518983_8519042_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8518983|7227
chr3R|8521747|CHR3R_8521688_8521747_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8521688|7227
chr3R|8523985|CHR3R_8523926_8523985_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8523926|7227
chr3R|8528938|CHR3R_8528879_8528938_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8528879|7227
chr3R|8552606|CHR3R_8552547_8552606_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8552547|7227
chr3R|8561768|CHR3R_8561709_8561768_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8561709|7227
chr3R|8562635|CHR3R_8562576_8562635_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8562576|7227
chr3R|8562851|CHR3R_8562792_8562851_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8562792|7227
chr3R|8564137|CHR3R_8564078_8564137_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8564078|7227
chr3R|8578193|CHR3R_8578134_8578193_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8578134|7227
chr3R|8645506|CHR3R_8645447_8645506_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8645447|7227
chr3R|8645700|CHR3R_8645641_8645700_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8645641|7227
chr3R|8650840|CHR3R_8650781_8650840_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8650781|7227
chr3R|8651090|CHR3R_8651031_8651090_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8651031|7227
chr3R|8652819|CHR3R_8652760_8652819_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8652760|7227
chr3R|8652840|CHR3R_8652781_8652840_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8652781|7227
chr3R|8653026|CHR3R_8652967_8653026_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8652967|7227
chr3R|8654220|CHR3R_8654161_8654220_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8654161|7227
chr3R|8654551|CHR3R_8654492_8654551_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8654492|7227
chr3R|8654752|CHR3R_8654693_8654752_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8654693|7227
chr3R|8660442|CHR3R_8660383_8660442_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8660383|7227
chr3R|8660754|CHR3R_8660695_8660754_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8660695|7227
chr3R|8663932|CHR3R_8663873_8663932_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8663873|7227
chr3R|8664125|CHR3R_8664066_8664125_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8664066|7227
chr3R|8664337|CHR3R_8664278_8664337_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8664278|7227
chr3R|8667886|CHR3R_8667827_8667886_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8667827|7227
chr3R|8669632|CHR3R_8669573_8669632_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8669573|7227
chr3R|8670663|CHR3R_8670604_8670663_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8670604|7227
chr3R|8674132|CHR3R_8674073_8674132_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8674073|7227
chr3R|8676595|CHR3R_8676536_8676595_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8676536|7227
chr3R|8676969|CHR3R_8676910_8676969_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8676910|7227
chr3R|8680093|CHR3R_8680034_8680093_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8680034|7227
chr3R|8685220|CHR3R_8685161_8685220_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8685161|7227
chr3R|8694644|CHR3R_8694585_8694644_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8694585|7227
chr3R|8697866|CHR3R_8697807_8697866_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8697807|7227
chr3R|8713007|CHR3R_8712948_8713007_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8712948|7227
chr3R|8715927|CHR3R_8715868_8715927_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8715868|7227
chr3R|8716272|CHR3R_8716213_8716272_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8716213|7227
chr3R|8718532|CHR3R_8718473_8718532_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8718473|7227
chr3R|8719208|CHR3R_8719149_8719208_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8719149|7227
chr3R|8721428|CHR3R_8721369_8721428_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8721369|7227
chr3R|8723175|CHR3R_8723116_8723175_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8723116|7227
chr3R|8725474|CHR3R_8725415_8725474_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8725415|7227
chr3R|8726859|CHR3R_8726800_8726859_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8726800|7227
chr3R|8729762|CHR3R_8729703_8729762_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8729703|7227
chr3R|8731708|CHR3R_8731649_8731708_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8731649|7227
chr3R|8732110|CHR3R_8732051_8732110_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8732051|7227
chr3R|8745754|CHR3R_8745695_8745754_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8745695|7227
chr3R|8747715|CHR3R_8747656_8747715_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8747656|7227
chr3R|8747833|CHR3R_8747774_8747833_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8747774|7227
chr3R|8752703|CHR3R_8752644_8752703_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8752644|7227
chr3R|8768249|CHR3R_8768190_8768249_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8768190|7227
chr3R|8769389|CHR3R_8769330_8769389_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8769330|7227
chr3R|8772735|CHR3R_8772676_8772735_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8772676|7227
chr3R|8773429|CHR3R_8773370_8773429_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8773370|7227
chr3R|8779986|CHR3R_8779927_8779986_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8779927|7227
chr3R|8780856|CHR3R_8780797_8780856_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8780797|7227
chr3R|8784369|CHR3R_8784310_8784369_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8784310|7227
chr3R|8792614|CHR3R_8792555_8792614_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8792555|7227
chr3R|8794682|CHR3R_8794623_8794682_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8794623|7227
chr3R|8800010|CHR3R_8799951_8800010_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8799951|7227
chr3R|8801224|CHR3R_8801165_8801224_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8801165|7227
chr3R|8801582|CHR3R_8801523_8801582_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8801523|7227
chr3R|8805641|CHR3R_8805582_8805641_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8805582|7227
chr3R|8805939|CHR3R_8805880_8805939_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8805880|7227
chr3R|8806375|CHR3R_8806316_8806375_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8806316|7227
chr3R|8809860|CHR3R_8809801_8809860_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8809801|7227
chr3R|8820727|CHR3R_8820668_8820727_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8820668|7227
chr3R|8822012|CHR3R_8821953_8822012_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8821953|7227
chr3R|8824222|CHR3R_8824163_8824222_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8824163|7227
chr3R|8824427|CHR3R_8824368_8824427_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8824368|7227
chr3R|8846336|CHR3R_8846277_8846336_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8846277|7227
chr3R|8857710|CHR3R_8857651_8857710_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8857651|7227
chr3R|8864397|CHR3R_8864338_8864397_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8864338|7227
chr3R|8867484|CHR3R_8867425_8867484_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8867425|7227
chr3R|8931942|CHR3R_8931883_8931942_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8931883|7227
chr3R|8935141|CHR3R_8935082_8935141_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8935082|7227
chr3R|8938768|CHR3R_8938709_8938768_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8938709|7227
chr3R|8945047|CHR3R_8944988_8945047_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8944988|7227
chr3R|8963084|CHR3R_8963025_8963084_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8963025|7227
chr3R|8980872|CHR3R_8980813_8980872_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8980813|7227
chr3R|8984342|CHR3R_8984283_8984342_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8984283|7227
chr3R|8984764|CHR3R_8984705_8984764_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8984705|7227
chr3R|8984981|CHR3R_8984922_8984981_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8984922|7227
chr3R|8992988|CHR3R_8992929_8992988_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8992929|7227
chr3R|8993268|CHR3R_8993209_8993268_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8993209|7227
chr3R|8997686|CHR3R_8997627_8997686_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|8997627|7227
chr3R|9001935|CHR3R_9001876_9001935_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9001876|7227
chr3R|9003713|CHR3R_9003654_9003713_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9003654|7227
chr3R|9004060|CHR3R_9004001_9004060_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9004001|7227
chr3R|9006217|CHR3R_9006158_9006217_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9006158|7227
chr3R|9006467|CHR3R_9006408_9006467_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9006408|7227
chr3R|9008435|CHR3R_9008376_9008435_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9008376|7227
chr3R|9013699|CHR3R_9013640_9013699_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9013640|7227
chr3R|9014039|CHR3R_9013980_9014039_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9013980|7227
chr3R|9014284|CHR3R_9014225_9014284_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9014225|7227
chr3R|9014913|CHR3R_9014854_9014913_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9014854|7227
chr3R|9015390|CHR3R_9015331_9015390_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9015331|7227
chr3R|9015468|CHR3R_9015409_9015468_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9015409|7227
chr3R|9020068|CHR3R_9020009_9020068_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9020009|7227
chr3R|9033776|CHR3R_9033717_9033776_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9033717|7227
chr3R|9038752|CHR3R_9038693_9038752_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9038693|7227
chr3R|9039504|CHR3R_9039445_9039504_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9039445|7227
chr3R|9039800|CHR3R_9039741_9039800_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9039741|7227
chr3R|9047222|CHR3R_9047163_9047222_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9047163|7227
chr3R|9047569|CHR3R_9047510_9047569_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9047510|7227
chr3R|9047879|CHR3R_9047820_9047879_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9047820|7227
chr3R|9048052|CHR3R_9047993_9048052_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9047993|7227
chr3R|9048692|CHR3R_9048633_9048692_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9048633|7227
chr3R|9049292|CHR3R_9049233_9049292_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9049233|7227
chr3R|9050600|CHR3R_9050541_9050600_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9050541|7227
chr3R|9050851|CHR3R_9050792_9050851_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9050792|7227
chr3R|9052509|CHR3R_9052450_9052509_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9052450|7227
chr3R|9053304|CHR3R_9053245_9053304_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9053245|7227
chr3R|9065108|CHR3R_9065049_9065108_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9065049|7227
chr3R|9065225|CHR3R_9065166_9065225_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9065166|7227
chr3R|9158013|CHR3R_9157954_9158013_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9157954|7227
chr3R|9177527|CHR3R_9177468_9177527_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9177468|7227
chr3R|9226886|CHR3R_9226827_9226886_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9226827|7227
chr3R|9237045|CHR3R_9236986_9237045_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9236986|7227
chr3R|9237744|CHR3R_9237685_9237744_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9237685|7227
chr3R|9240313|CHR3R_9240254_9240313_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9240254|7227
chr3R|9240666|CHR3R_9240607_9240666_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9240607|7227
chr3R|9245912|CHR3R_9245853_9245912_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9245853|7227
chr3R|9246623|CHR3R_9246564_9246623_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9246564|7227
chr3R|9247465|CHR3R_9247406_9247465_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9247406|7227
chr3R|9251834|CHR3R_9251775_9251834_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9251775|7227
chr3R|9255026|CHR3R_9254967_9255026_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9254967|7227
chr3R|9257818|CHR3R_9257759_9257818_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9257759|7227
chr3R|9258504|CHR3R_9258445_9258504_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9258445|7227
chr3R|9258989|CHR3R_9258930_9258989_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9258930|7227
chr3R|9260693|CHR3R_9260634_9260693_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9260634|7227
chr3R|9263812|CHR3R_9263753_9263812_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9263753|7227
chr3R|9264218|CHR3R_9264159_9264218_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9264159|7227
chr3R|9266929|CHR3R_9266870_9266929_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9266870|7227
chr3R|9267042|CHR3R_9266983_9267042_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9266983|7227
chr3R|9321799|CHR3R_9321740_9321799_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9321740|7227
chr3R|9328551|CHR3R_9328492_9328551_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9328492|7227
chr3R|9330385|CHR3R_9330326_9330385_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9330326|7227
chr3R|9331944|CHR3R_9331885_9331944_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9331885|7227
chr3R|9334744|CHR3R_9334685_9334744_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9334685|7227
chr3R|9335203|CHR3R_9335144_9335203_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9335144|7227
chr3R|9340141|CHR3R_9340082_9340141_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9340082|7227
chr3R|9340688|CHR3R_9340629_9340688_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9340629|7227
chr3R|9341881|CHR3R_9341822_9341881_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9341822|7227
chr3R|9355494|CHR3R_9355435_9355494_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9355435|7227
chr3R|9355971|CHR3R_9355912_9355971_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9355912|7227
chr3R|9363320|CHR3R_9363261_9363320_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9363261|7227
chr3R|9365411|CHR3R_9365352_9365411_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9365352|7227
chr3R|9374848|CHR3R_9374789_9374848_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9374789|7227
chr3R|9394592|CHR3R_9394533_9394592_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9394533|7227
chr3R|9398184|CHR3R_9398125_9398184_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9398125|7227
chr3R|9400075|CHR3R_9400016_9400075_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9400016|7227
chr3R|9401045|CHR3R_9400986_9401045_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9400986|7227
chr3R|9401266|CHR3R_9401207_9401266_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9401207|7227
chr3R|9401510|CHR3R_9401451_9401510_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9401451|7227
chr3R|9404165|CHR3R_9404106_9404165_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9404106|7227
chr3R|9404400|CHR3R_9404341_9404400_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9404341|7227
chr3R|9408223|CHR3R_9408164_9408223_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9408164|7227
chr3R|9410276|CHR3R_9410217_9410276_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9410217|7227
chr3R|9412360|CHR3R_9412301_9412360_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9412301|7227
chr3R|9412606|CHR3R_9412547_9412606_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9412547|7227
chr3R|9417952|CHR3R_9417893_9417952_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9417893|7227
chr3R|9419533|CHR3R_9419474_9419533_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9419474|7227
chr3R|9428572|CHR3R_9428513_9428572_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9428513|7227
chr3R|9432570|CHR3R_9432511_9432570_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9432511|7227
chr3R|9434289|CHR3R_9434230_9434289_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|9434230|7227
